"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GameDevComparatorJaccard record1Value","[0] GameDevComparatorJaccard record2Value","[0] GameDevComparatorJaccard record1PreprocessedValue","[0] GameDevComparatorJaccard record2PreprocessedValue","[0] GameDevComparatorJaccard similarity","[0] GameDevComparatorJaccard postproccesedSimilarity","[1] GameGenreComparatorMongeElkan record1Value","[1] GameGenreComparatorMongeElkan record2Value","[1] GameGenreComparatorMongeElkan record1PreprocessedValue","[1] GameGenreComparatorMongeElkan record2PreprocessedValue","[1] GameGenreComparatorMongeElkan similarity","[1] GameGenreComparatorMongeElkan postproccesedSimilarity","[2] GameNameComparatorLowerCaseJaccard record1Value","[2] GameNameComparatorLowerCaseJaccard record2Value","[2] GameNameComparatorLowerCaseJaccard record1PreprocessedValue","[2] GameNameComparatorLowerCaseJaccard record2PreprocessedValue","[2] GameNameComparatorLowerCaseJaccard similarity","[2] GameNameComparatorLowerCaseJaccard postproccesedSimilarity","[3] GameNameComparatorLevenshtein record1Value","[3] GameNameComparatorLevenshtein record2Value","[3] GameNameComparatorLevenshtein record1PreprocessedValue","[3] GameNameComparatorLevenshtein record2PreprocessedValue","[3] GameNameComparatorLevenshtein similarity","[3] GameNameComparatorLevenshtein postproccesedSimilarity","[4] GameNameComparatorJaccard record1Value","[4] GameNameComparatorJaccard record2Value","[4] GameNameComparatorJaccard record1PreprocessedValue","[4] GameNameComparatorJaccard record2PreprocessedValue","[4] GameNameComparatorJaccard similarity","[4] GameNameComparatorJaccard postproccesedSimilarity","[5] GamePlatformComparatorMongeElkan record1Value","[5] GamePlatformComparatorMongeElkan record2Value","[5] GamePlatformComparatorMongeElkan record1PreprocessedValue","[5] GamePlatformComparatorMongeElkan record2PreprocessedValue","[5] GamePlatformComparatorMongeElkan similarity","[5] GamePlatformComparatorMongeElkan postproccesedSimilarity","[6] GamePublisherComparatorLevenshtein record1Value","[6] GamePublisherComparatorLevenshtein record2Value","[6] GamePublisherComparatorLevenshtein record1PreprocessedValue","[6] GamePublisherComparatorLevenshtein record2PreprocessedValue","[6] GamePublisherComparatorLevenshtein similarity","[6] GamePublisherComparatorLevenshtein postproccesedSimilarity","[7] GamePublisherLJaccard record1Value","[7] GamePublisherLJaccard record2Value","[7] GamePublisherLJaccard record1PreprocessedValue","[7] GamePublisherLJaccard record2PreprocessedValue","[7] GamePublisherLJaccard similarity","[7] GamePublisherLJaccard postproccesedSimilarity","[8] GameReleaseComparatorExactYear record1Value","[8] GameReleaseComparatorExactYear record2Value","[8] GameReleaseComparatorExactYear record1PreprocessedValue","[8] GameReleaseComparatorExactYear record2PreprocessedValue","[8] GameReleaseComparatorExactYear similarity","[8] GameReleaseComparatorExactYear postproccesedSimilarity","[9] GamePlatformComparatorJaccard record1Value","[9] GamePlatformComparatorJaccard record2Value","[9] GamePlatformComparatorJaccard record1PreprocessedValue","[9] GamePlatformComparatorJaccard record2PreprocessedValue","[9] GamePlatformComparatorJaccard similarity","[9] GamePlatformComparatorJaccard postproccesedSimilarity"
"WekaMatchingRule","DBpedia_Video_Game_20606","VG_Sales6474","0.0030349013657056147","1","","","","","0.0","0.0",", Racing video game, ",", Racing, ",", Racing video game, ",", Racing, ","0.95686274766922","0.95686274766922","virtua racing","virtua racing","virtua racing","virtua racing","1.0","1.0","Virtua Racing","Virtua Racing","Virtua Racing","Virtua Racing","1.0","1.0","Virtua Racing","Virtua Racing","Virtua Racing","Virtua Racing","1.0","1.0","Sega Genesis","GEN","Sega Genesis","GEN","0.4722222089767456","0.4722222089767456",", Sega, , Time Warner Interactive, ",", Sega, ",", Sega, , Time Warner Interactive, ",", Sega, ","0.22857142857142854","0.22857142857142854",", sega, , time warner interactive, ",", sega, ",", sega, , time warner interactive, ",", sega, ","0.25","0.0","1992-08-20T00:00","1994-01-01T00:00","1992-08-20T00:00","1994-01-01T00:00","0.0","0.0","sega genesis","gen","sega genesis","gen","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_17827","VG_Sales7595","0.9619482496194824","1","","","","","0.0","0.0",", Augmented reality, ",", Simulation, ",", Augmented reality, ",", Simulation, ","0.8373638391494751","0.8373638391494751","treasure world","treasure world","treasure world","treasure world","1.0","1.0","Treasure World","Treasure World","Treasure World","Treasure World","1.0","1.0","Treasure World","Treasure World","Treasure World","Treasure World","1.0","1.0","Nintendo DS","Nintendo DS","Nintendo DS","Nintendo DS","1.0","1.0",", Aspyr, ",", Aspyr, ",", Aspyr, ",", Aspyr, ","1.0","1.0",", aspyr, ",", aspyr, ",", aspyr, ",", aspyr, ","1.0","1.0","2009-07-02T00:00","2009-01-01T00:00","2009-07-02T00:00","2009-01-01T00:00","1.0","1.0","nintendo ds","nintendo ds","nintendo ds","nintendo ds","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_8273","VG_Sales13255","0.9619482496194824","1","","","","","0.0","0.0",", Tactical role-playing game, ",", Role-Playing, ",", Tactical role-playing game, ",", Role-Playing, ","0.8742165168126425","0.8742165168126425","growlanser vi: precarious world","growlanser vi: precarious world","growlanser vi: precarious world","growlanser vi: precarious world","1.0","1.0","Growlanser VI: Precarious World","Growlanser VI: Precarious World","Growlanser VI: Precarious World","Growlanser VI: Precarious World","1.0","1.0","Growlanser VI: Precarious World","Growlanser VI: Precarious World","Growlanser VI: Precarious World","Growlanser VI: Precarious World","1.0","1.0","PlayStation 2","PlayStation 2","PlayStation 2","PlayStation 2","1.0","1.0",", Atlus, ",", Atlus, ",", Atlus, ",", Atlus, ","1.0","1.0",", atlus, ",", atlus, ",", atlus, ",", atlus, ","1.0","1.0","2007-06-21T00:00","2007-01-01T00:00","2007-06-21T00:00","2007-01-01T00:00","1.0","1.0","playstation 2","playstation 2","playstation 2","playstation 2","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_191","VG_Sales12646","0.9619482496194824","1","","","","","0.0","0.0",", Stealth game, , Third-person shooter, ",", Shooter, ",", Stealth game, , Third-person shooter, ",", Shooter, ","0.8034126996994019","0.8034126996994019","syphon filter: logan's shadow","syphon filter: logan's shadow","syphon filter: logan's shadow","syphon filter: logan's shadow","1.0","1.0","Syphon Filter: Logan's Shadow","Syphon Filter: Logan's Shadow","Syphon Filter: Logan's Shadow","Syphon Filter: Logan's Shadow","1.0","1.0","Syphon Filter: Logan's Shadow","Syphon Filter: Logan's Shadow","Syphon Filter: Logan's Shadow","Syphon Filter: Logan's Shadow","1.0","1.0","PlayStation 2","PlayStation 2","PlayStation 2","PlayStation 2","1.0","1.0",", Sony Computer Entertainment, ",", Sony Computer Entertainment, ",", Sony Computer Entertainment, ",", Sony Computer Entertainment, ","1.0","1.0",", sony computer entertainment, ",", sony computer entertainment, ",", sony computer entertainment, ",", sony computer entertainment, ","1.0","1.0","2007-10-02T00:00","2010-01-01T00:00","2007-10-02T00:00","2010-01-01T00:00","0.0","0.0","playstation 2","playstation 2","playstation 2","playstation 2","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_24388","VG_Sales468","0.8918918918918919","1","","","","","0.0","0.0",", Third-person shooter, ",", Shooter, ",", Third-person shooter, ",", Shooter, ","0.8357142806053162","0.8357142806053162","gears of war: ultimate edition","gears of war: ultimate edition","gears of war: ultimate edition","gears of war: ultimate edition","1.0","1.0","Gears of War: Ultimate Edition","Gears of War: Ultimate Edition","Gears of War: Ultimate Edition","Gears of War: Ultimate Edition","1.0","1.0","Gears of War: Ultimate Edition","Gears of War: Ultimate Edition","Gears of War: Ultimate Edition","Gears of War: Ultimate Edition","1.0","1.0","Xbox One","XOne","Xbox One","XOne","0.4583333432674408","0.4583333432674408",", Microsoft Game Studios, ",", Microsoft Game Studios, ",", Microsoft Game Studios, ",", Microsoft Game Studios, ","1.0","1.0",", microsoft game studios, ",", microsoft game studios, ",", microsoft game studios, ",", microsoft game studios, ","1.0","1.0","2015-08-25T00:00","2015-01-01T00:00","2015-08-25T00:00","2015-01-01T00:00","1.0","1.0","xbox one","xone","xbox one","xone","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_22534","VG_Sales5146","0.9619482496194824","1","","","","","0.0","0.0",", Rhythm game, ",", Misc, ",", Rhythm game, ",", Misc, ","0.6666666666666666","0.6666666666666666","theatrhythm final fantasy: curtain call","theatrhythm final fantasy: curtain call","theatrhythm final fantasy: curtain call","theatrhythm final fantasy: curtain call","1.0","1.0","Theatrhythm Final Fantasy: Curtain Call","Theatrhythm Final Fantasy: Curtain Call","Theatrhythm Final Fantasy: Curtain Call","Theatrhythm Final Fantasy: Curtain Call","1.0","1.0","Theatrhythm Final Fantasy: Curtain Call","Theatrhythm Final Fantasy: Curtain Call","Theatrhythm Final Fantasy: Curtain Call","Theatrhythm Final Fantasy: Curtain Call","1.0","1.0","Nintendo 3DS","Nintendo 3DS","Nintendo 3DS","Nintendo 3DS","1.0","1.0",", Square Enix, ",", Square Enix, ",", Square Enix, ",", Square Enix, ","1.0","1.0",", square enix, ",", square enix, ",", square enix, ",", square enix, ","1.0","1.0","2014-04-24T00:00","2014-01-01T00:00","2014-04-24T00:00","2014-01-01T00:00","1.0","1.0","nintendo 3ds","nintendo 3ds","nintendo 3ds","nintendo 3ds","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_2669","VG_Sales15317","0.9619482496194824","1","","","","","0.0","0.0",", Adventure game, ",", Adventure, ",", Adventure game, ",", Adventure, ","0.976190467675527","0.976190467675527","runaway: a twist of fate","runaway: a twist of fate","runaway: a twist of fate","runaway: a twist of fate","1.0","1.0","Runaway: A Twist of Fate","Runaway: A Twist of Fate","Runaway: A Twist of Fate","Runaway: A Twist of Fate","1.0","1.0","Runaway: A Twist of Fate","Runaway: A Twist of Fate","Runaway: A Twist of Fate","Runaway: A Twist of Fate","1.0","1.0","Nintendo DS","Nintendo DS","Nintendo DS","Nintendo DS","1.0","1.0",", Focus Home Interactive, ",", Focus Home Interactive, ",", Focus Home Interactive, ",", Focus Home Interactive, ","1.0","1.0",", focus home interactive, ",", focus home interactive, ",", focus home interactive, ",", focus home interactive, ","1.0","1.0","2009-11-26T00:00","0001-01-01T00:00","2009-11-26T00:00","0001-01-01T00:00","0.0","0.0","nintendo ds","nintendo ds","nintendo ds","nintendo ds","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_12986","VG_Sales15708","0.8918918918918919","1","","","","","0.0","0.0",", Graphic adventure game, ",", Adventure, ",", Graphic adventure game, ",", Adventure, ","0.8683361411094666","0.8683361411094666","back to the future: the game","back to the future: the game","back to the future: the game","back to the future: the game","1.0","1.0","Back to the Future: The Game","Back to the Future: The Game","Back to the Future: The Game","Back to the Future: The Game","1.0","1.0","Back to the Future: The Game","Back to the Future: The Game","Back to the Future: The Game","Back to the Future: The Game","1.0","1.0","Xbox One","XOne","Xbox One","XOne","0.4583333432674408","0.4583333432674408",", Telltale Games, ",", Telltale Games, ",", Telltale Games, ",", Telltale Games, ","1.0","1.0",", telltale games, ",", telltale games, ",", telltale games, ",", telltale games, ","1.0","1.0","2010-12-22T00:00","2015-01-01T00:00","2010-12-22T00:00","2015-01-01T00:00","0.0","0.0","xbox one","xone","xbox one","xone","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_5007","VG_Sales1477","0.9619482496194824","1","","","","","0.0","0.0",", Action-adventure, ",", Shooter, ",", Action-adventure, ",", Shooter, ","0.8091931243737539","0.8091931243737539","metroid prime 2: echoes","metroid prime 2: echoes","metroid prime 2: echoes","metroid prime 2: echoes","1.0","1.0","Metroid Prime 2: Echoes","Metroid Prime 2: Echoes","Metroid Prime 2: Echoes","Metroid Prime 2: Echoes","1.0","1.0","Metroid Prime 2: Echoes","Metroid Prime 2: Echoes","Metroid Prime 2: Echoes","Metroid Prime 2: Echoes","1.0","1.0","GameCube","GameCube","GameCube","GameCube","1.0","1.0",", Nintendo, ",", Nintendo, ",", Nintendo, ",", Nintendo, ","1.0","1.0",", nintendo, ",", nintendo, ",", nintendo, ",", nintendo, ","1.0","1.0","2004-11-15T00:00","2004-01-01T00:00","2004-11-15T00:00","2004-01-01T00:00","1.0","1.0","gamecube","gamecube","gamecube","gamecube","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_12311","VG_Sales7344","0.9619482496194824","1","","","","","0.0","0.0",", Sports game, ",", Fighting, ",", Sports game, ",", Fighting, ","0.8257575730482737","0.8257575730482737","ufc undisputed 2010","ufc undisputed 2010","ufc undisputed 2010","ufc undisputed 2010","1.0","1.0","UFC Undisputed 2010","UFC Undisputed 2010","UFC Undisputed 2010","UFC Undisputed 2010","1.0","1.0","UFC Undisputed 2010","UFC Undisputed 2010","UFC Undisputed 2010","UFC Undisputed 2010","1.0","1.0","PlayStation Portable","PlayStation Portable","PlayStation Portable","PlayStation Portable","1.0","1.0",", THQ, ",", THQ, ",", THQ, ",", THQ, ","1.0","1.0",", thq, ",", thq, ",", thq, ",", thq, ","1.0","1.0","2010-05-25T00:00","2010-01-01T00:00","2010-05-25T00:00","2010-01-01T00:00","1.0","1.0","playstation portable","playstation portable","playstation portable","playstation portable","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_15598","VG_Sales4182","0.9619482496194824","1","","","","","0.0","0.0",", Action game, , Racing game, ",", Racing, ",", Action game, , Racing game, ",", Racing, ","0.9171717166900635","0.9171717166900635","crazy taxi: fare wars","crazy taxi: fare wars","crazy taxi: fare wars","crazy taxi: fare wars","1.0","1.0","Crazy Taxi: Fare Wars","Crazy Taxi: Fare Wars","Crazy Taxi: Fare Wars","Crazy Taxi: Fare Wars","1.0","1.0","Crazy Taxi: Fare Wars","Crazy Taxi: Fare Wars","Crazy Taxi: Fare Wars","Crazy Taxi: Fare Wars","1.0","1.0","PlayStation Portable","PlayStation Portable","PlayStation Portable","PlayStation Portable","1.0","1.0",", Sega, ",", Sega, ",", Sega, ",", Sega, ","1.0","1.0",", sega, ",", sega, ",", sega, ",", sega, ","1.0","1.0","2007-08-07T00:00","2007-01-01T00:00","2007-08-07T00:00","2007-01-01T00:00","1.0","1.0","playstation portable","playstation portable","playstation portable","playstation portable","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_16407","VG_Sales209","0.9619482496194824","1","","","","","0.0","0.0",", Action role-playing, ",", Role-Playing, ",", Action role-playing, ",", Role-Playing, ","0.8788499037424723","0.8788499037424723","fallout 3","fallout 3","fallout 3","fallout 3","1.0","1.0","Fallout 3","Fallout 3","Fallout 3","Fallout 3","1.0","1.0","Fallout 3","Fallout 3","Fallout 3","Fallout 3","1.0","1.0","Xbox 360","Xbox 360","Xbox 360","Xbox 360","1.0","1.0",", Bethesda Softworks, ",", Bethesda Softworks, ",", Bethesda Softworks, ",", Bethesda Softworks, ","1.0","1.0",", bethesda softworks, ",", bethesda softworks, ",", bethesda softworks, ",", bethesda softworks, ","1.0","1.0","2008-10-28T00:00","2008-01-01T00:00","2008-10-28T00:00","2008-01-01T00:00","1.0","1.0","xbox 360","xbox 360","xbox 360","xbox 360","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_15296","VG_Sales2511","0.9619482496194824","1","","","","","0.0","0.0",", Music video game, , Rhythm game, ",", Misc, ",", Music video game, , Rhythm game, ",", Misc, ","0.7333333373069764","0.7333333373069764","dj hero 2","dj hero 2","dj hero 2","dj hero 2","1.0","1.0","DJ Hero 2","DJ Hero 2","DJ Hero 2","DJ Hero 2","1.0","1.0","DJ Hero 2","DJ Hero 2","DJ Hero 2","DJ Hero 2","1.0","1.0","Xbox 360","Xbox 360","Xbox 360","Xbox 360","1.0","1.0",", Activision, ",", Activision, ",", Activision, ",", Activision, ","1.0","1.0",", activision, ",", activision, ",", activision, ",", activision, ","1.0","1.0","2010-10-19T00:00","2010-01-01T00:00","2010-10-19T00:00","2010-01-01T00:00","1.0","1.0","xbox 360","xbox 360","xbox 360","xbox 360","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_18096","VG_Sales12358","0.9619482496194824","1","","","","","0.0","0.0",", Music video game, ",", Misc, ",", Music video game, ",", Misc, ","0.8888888955116272","0.8888888955116272","osu! tatakae! ouendan","osu! tatakae! ouendan","osu! tatakae! ouendan","osu! tatakae! ouendan","1.0","1.0","Osu! Tatakae! Ouendan","Osu! Tatakae! Ouendan","Osu! Tatakae! Ouendan","Osu! Tatakae! Ouendan","1.0","1.0","Osu! Tatakae! Ouendan","Osu! Tatakae! Ouendan","Osu! Tatakae! Ouendan","Osu! Tatakae! Ouendan","1.0","1.0","Nintendo DS","Nintendo DS","Nintendo DS","Nintendo DS","1.0","1.0",", Nintendo, ",", Nintendo, ",", Nintendo, ",", Nintendo, ","1.0","1.0",", nintendo, ",", nintendo, ",", nintendo, ",", nintendo, ","1.0","1.0","2005-07-28T00:00","2005-01-01T00:00","2005-07-28T00:00","2005-01-01T00:00","1.0","1.0","nintendo ds","nintendo ds","nintendo ds","nintendo ds","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_4784","VG_Sales217","0.9619482496194824","1","","","","","0.0","0.0",", Action-adventure game, , Hack and slash, ",", Action, ",", Action-adventure game, , Hack and slash, ",", Action, ","0.8698412716388703","0.8698412716388703","god of war iii","god of war iii","god of war iii","god of war iii","1.0","1.0","God of War III","God of War III","God of War III","God of War III","1.0","1.0","God of War III","God of War III","God of War III","God of War III","1.0","1.0","PlayStation 3","PlayStation 3","PlayStation 3","PlayStation 3","1.0","1.0",", Sony Computer Entertainment, ",", Sony Computer Entertainment, ",", Sony Computer Entertainment, ",", Sony Computer Entertainment, ","1.0","1.0",", sony computer entertainment, ",", sony computer entertainment, ",", sony computer entertainment, ",", sony computer entertainment, ","1.0","1.0","2010-03-16T00:00","2010-01-01T00:00","2010-03-16T00:00","2010-01-01T00:00","1.0","1.0","playstation 3","playstation 3","playstation 3","playstation 3","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_19719","VG_Sales8210","0.21212121212121213","1","","","","","0.0","0.0",", Cricket, , Sports game, ",", Sports, ",", Cricket, , Sports game, ",", Sports, ","0.8897547006607056","0.8897547006607056","ashes cricket 2009","ashes cricket 2009","ashes cricket 2009","ashes cricket 2009","1.0","1.0","Ashes Cricket 2009","Ashes Cricket 2009","Ashes Cricket 2009","Ashes Cricket 2009","1.0","1.0","Ashes Cricket 2009","Ashes Cricket 2009","Ashes Cricket 2009","Ashes Cricket 2009","1.0","1.0","PlayStation 3","PlayStation 3","PlayStation 3","PlayStation 3","1.0","1.0",", Codemasters, , Namco Bandai Partners, ",", Codemasters, ",", Codemasters, , Namco Bandai Partners, ",", Codemasters, ","0.375","0.375",", codemasters, , namco bandai partners, ",", codemasters, ",", codemasters, , namco bandai partners, ",", codemasters, ","0.25","0.0","2009-08-06T00:00","2009-01-01T00:00","2009-08-06T00:00","2009-01-01T00:00","1.0","1.0","playstation 3","playstation 3","playstation 3","playstation 3","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_13991","VG_Sales7676","0.21212121212121213","1","","","","","0.0","0.0",", Racing video game, ",", Racing, ",", Racing video game, ",", Racing, ","0.95686274766922","0.95686274766922","baja: edge of control","baja: edge of control","baja: edge of control","baja: edge of control","1.0","1.0","Baja: Edge of Control","Baja: Edge of Control","Baja: Edge of Control","Baja: Edge of Control","1.0","1.0","Baja: Edge of Control","Baja: Edge of Control","Baja: Edge of Control","Baja: Edge of Control","1.0","1.0","Xbox 360","Xbox 360","Xbox 360","Xbox 360","1.0","1.0",", THQ, , THQ Nordic, ",", THQ, ",", THQ, , THQ Nordic, ",", THQ, ","0.33333333333333337","0.33333333333333337",", thq, , thq nordic, ",", thq, ",", thq, , thq nordic, ",", thq, ","0.5","0.0","2008-09-22T00:00","2008-01-01T00:00","2008-09-22T00:00","2008-01-01T00:00","1.0","1.0","xbox 360","xbox 360","xbox 360","xbox 360","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_5563","VG_Sales10270","0.9619482496194824","1","","","","","0.0","0.0",", Action-adventure game, ",", Action, ",", Action-adventure game, ",", Action, ","0.9523809552192688","0.9523809552192688","the scorpion king: rise of the akkadian","the scorpion king: rise of the akkadian","the scorpion king: rise of the akkadian","the scorpion king: rise of the akkadian","1.0","1.0","The Scorpion King: Rise of the Akkadian","The Scorpion King: Rise of the Akkadian","The Scorpion King: Rise of the Akkadian","The Scorpion King: Rise of the Akkadian","1.0","1.0","The Scorpion King: Rise of the Akkadian","The Scorpion King: Rise of the Akkadian","The Scorpion King: Rise of the Akkadian","The Scorpion King: Rise of the Akkadian","1.0","1.0","GameCube","GameCube","GameCube","GameCube","1.0","1.0",", Universal Interactive, ",", Universal Interactive, ",", Universal Interactive, ",", Universal Interactive, ","1.0","1.0",", universal interactive, ",", universal interactive, ",", universal interactive, ",", universal interactive, ","1.0","1.0","2002-09-11T00:00","2002-01-01T00:00","2002-09-11T00:00","2002-01-01T00:00","1.0","1.0","gamecube","gamecube","gamecube","gamecube","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_3531","VG_Sales4434","0.9619482496194824","1","","","","","0.0","0.0",", First-person shooter, ",", Shooter, ",", First-person shooter, ",", Shooter, ","0.8357142806053162","0.8357142806053162","battlefield 2: modern combat","battlefield 2: modern combat","battlefield 2: modern combat","battlefield 2: modern combat","1.0","1.0","Battlefield 2: Modern Combat","Battlefield 2: Modern Combat","Battlefield 2: Modern Combat","Battlefield 2: Modern Combat","1.0","1.0","Battlefield 2: Modern Combat","Battlefield 2: Modern Combat","Battlefield 2: Modern Combat","Battlefield 2: Modern Combat","1.0","1.0","PlayStation 2","PlayStation 2","PlayStation 2","PlayStation 2","1.0","1.0",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ","1.0","1.0",", electronic arts, ",", electronic arts, ",", electronic arts, ",", electronic arts, ","1.0","1.0","2005-10-24T00:00","2005-01-01T00:00","2005-10-24T00:00","2005-01-01T00:00","1.0","1.0","playstation 2","playstation 2","playstation 2","playstation 2","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_12830","VG_Sales6602","0.9619482496194824","1","","","","","0.0","0.0",", Pinball, ",", Misc, ",", Pinball, ",", Misc, ","0.8214285671710968","0.8214285671710968","metroid prime pinball","metroid prime pinball","metroid prime pinball","metroid prime pinball","1.0","1.0","Metroid Prime Pinball","Metroid Prime Pinball","Metroid Prime Pinball","Metroid Prime Pinball","1.0","1.0","Metroid Prime Pinball","Metroid Prime Pinball","Metroid Prime Pinball","Metroid Prime Pinball","1.0","1.0","Nintendo DS","Nintendo DS","Nintendo DS","Nintendo DS","1.0","1.0",", Nintendo, ",", Nintendo, ",", Nintendo, ",", Nintendo, ","1.0","1.0",", nintendo, ",", nintendo, ",", nintendo, ",", nintendo, ","1.0","1.0","2005-10-24T00:00","2005-01-01T00:00","2005-10-24T00:00","2005-01-01T00:00","1.0","1.0","nintendo ds","nintendo ds","nintendo ds","nintendo ds","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_7356","VG_Sales11866","0.9619482496194824","1","","","","","0.0","0.0",", Dance game, , Music video game, , Rhythm game, ",", Action, ",", Dance game, , Music video game, , Rhythm game, ",", Action, ","0.7450036108493805","0.7450036108493805","just dance: disney party 2","just dance: disney party 2","just dance: disney party 2","just dance: disney party 2","1.0","1.0","Just Dance: Disney Party 2","Just Dance: Disney Party 2","Just Dance: Disney Party 2","Just Dance: Disney Party 2","1.0","1.0","Just Dance: Disney Party 2","Just Dance: Disney Party 2","Just Dance: Disney Party 2","Just Dance: Disney Party 2","1.0","1.0","Xbox 360","Xbox 360","Xbox 360","Xbox 360","1.0","1.0",", Ubisoft, ",", Ubisoft, ",", Ubisoft, ",", Ubisoft, ","1.0","1.0",", ubisoft, ",", ubisoft, ",", ubisoft, ",", ubisoft, ","1.0","1.0","2015-10-20T00:00","2015-01-01T00:00","2015-10-20T00:00","2015-01-01T00:00","1.0","1.0","xbox 360","xbox 360","xbox 360","xbox 360","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_6605","VG_Sales208","0.9619482496194824","1","","","","","0.0","0.0",", Music video game, , Rhythm game, ",", Misc, ",", Music video game, , Rhythm game, ",", Misc, ","0.7333333373069764","0.7333333373069764","guitar hero iii: legends of rock","guitar hero iii: legends of rock","guitar hero iii: legends of rock","guitar hero iii: legends of rock","1.0","1.0","Guitar Hero III: Legends of Rock","Guitar Hero III: Legends of Rock","Guitar Hero III: Legends of Rock","Guitar Hero III: Legends of Rock","1.0","1.0","Guitar Hero III: Legends of Rock","Guitar Hero III: Legends of Rock","Guitar Hero III: Legends of Rock","Guitar Hero III: Legends of Rock","1.0","1.0","PlayStation 2","PlayStation 2","PlayStation 2","PlayStation 2","1.0","1.0",", Activision, ",", Activision, ",", Activision, ",", Activision, ","1.0","1.0",", activision, ",", activision, ",", activision, ",", activision, ","1.0","1.0","2007-10-28T00:00","2007-01-01T00:00","2007-10-28T00:00","2007-01-01T00:00","1.0","1.0","playstation 2","playstation 2","playstation 2","playstation 2","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_17596","VG_Sales9195","0.9619482496194824","1","","","","","0.0","0.0",", Puzzle Game, , Role-Playing Game, , Simulation Game, ",", Misc, ",", Puzzle Game, , Role-Playing Game, , Simulation Game, ",", Misc, ","0.6341269825186048","0.6341269825186048","zoobles! spring to life!","zoobles! spring to life!","zoobles! spring to life!","zoobles! spring to life!","1.0","1.0","Zoobles! Spring to Life!","Zoobles! Spring to Life!","Zoobles! Spring to Life!","Zoobles! Spring to Life!","1.0","1.0","Zoobles! Spring to Life!","Zoobles! Spring to Life!","Zoobles! Spring to Life!","Zoobles! Spring to Life!","1.0","1.0","Nintendo DS","Nintendo DS","Nintendo DS","Nintendo DS","1.0","1.0",", Activision, ",", Activision, ",", Activision, ",", Activision, ","1.0","1.0",", activision, ",", activision, ",", activision, ",", activision, ","1.0","1.0","2011-11-01T00:00","2011-01-01T00:00","2011-11-01T00:00","2011-01-01T00:00","1.0","1.0","nintendo ds","nintendo ds","nintendo ds","nintendo ds","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_21435","VG_Sales4332","0.9619482496194824","1","","","","","0.0","0.0",", Puzzle game, ",", Misc, ",", Puzzle game, ",", Misc, ","0.6666666666666666","0.6666666666666666","brain challenge","brain challenge","brain challenge","brain challenge","1.0","1.0","Brain Challenge","Brain Challenge","Brain Challenge","Brain Challenge","1.0","1.0","Brain Challenge","Brain Challenge","Brain Challenge","Brain Challenge","1.0","1.0","Nintendo DS","Nintendo DS","Nintendo DS","Nintendo DS","1.0","1.0",", Ubisoft, ",", Ubisoft, ",", Ubisoft, ",", Ubisoft, ","1.0","1.0",", ubisoft, ",", ubisoft, ",", ubisoft, ",", ubisoft, ","1.0","1.0","2007-09-05T00:00","2008-01-01T00:00","2007-09-05T00:00","2008-01-01T00:00","0.5","0.5","nintendo ds","nintendo ds","nintendo ds","nintendo ds","1.0","1.0"
