"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GameDevComparatorJaccard record1Value","[0] GameDevComparatorJaccard record2Value","[0] GameDevComparatorJaccard record1PreprocessedValue","[0] GameDevComparatorJaccard record2PreprocessedValue","[0] GameDevComparatorJaccard similarity","[0] GameDevComparatorJaccard postproccesedSimilarity","[1] GameGenreComparatorMongeElkan record1Value","[1] GameGenreComparatorMongeElkan record2Value","[1] GameGenreComparatorMongeElkan record1PreprocessedValue","[1] GameGenreComparatorMongeElkan record2PreprocessedValue","[1] GameGenreComparatorMongeElkan similarity","[1] GameGenreComparatorMongeElkan postproccesedSimilarity","[2] GameNameComparatorLowerCaseJaccard record1Value","[2] GameNameComparatorLowerCaseJaccard record2Value","[2] GameNameComparatorLowerCaseJaccard record1PreprocessedValue","[2] GameNameComparatorLowerCaseJaccard record2PreprocessedValue","[2] GameNameComparatorLowerCaseJaccard similarity","[2] GameNameComparatorLowerCaseJaccard postproccesedSimilarity","[3] GameNameComparatorLevenshtein record1Value","[3] GameNameComparatorLevenshtein record2Value","[3] GameNameComparatorLevenshtein record1PreprocessedValue","[3] GameNameComparatorLevenshtein record2PreprocessedValue","[3] GameNameComparatorLevenshtein similarity","[3] GameNameComparatorLevenshtein postproccesedSimilarity","[4] GameNameComparatorJaccard record1Value","[4] GameNameComparatorJaccard record2Value","[4] GameNameComparatorJaccard record1PreprocessedValue","[4] GameNameComparatorJaccard record2PreprocessedValue","[4] GameNameComparatorJaccard similarity","[4] GameNameComparatorJaccard postproccesedSimilarity","[5] GamePlatformComparatorMongeElkan record1Value","[5] GamePlatformComparatorMongeElkan record2Value","[5] GamePlatformComparatorMongeElkan record1PreprocessedValue","[5] GamePlatformComparatorMongeElkan record2PreprocessedValue","[5] GamePlatformComparatorMongeElkan similarity","[5] GamePlatformComparatorMongeElkan postproccesedSimilarity","[6] GamePublisherComparatorLevenshtein record1Value","[6] GamePublisherComparatorLevenshtein record2Value","[6] GamePublisherComparatorLevenshtein record1PreprocessedValue","[6] GamePublisherComparatorLevenshtein record2PreprocessedValue","[6] GamePublisherComparatorLevenshtein similarity","[6] GamePublisherComparatorLevenshtein postproccesedSimilarity","[7] GamePublisherLJaccard record1Value","[7] GamePublisherLJaccard record2Value","[7] GamePublisherLJaccard record1PreprocessedValue","[7] GamePublisherLJaccard record2PreprocessedValue","[7] GamePublisherLJaccard similarity","[7] GamePublisherLJaccard postproccesedSimilarity","[8] GameReleaseComparatorExactYear record1Value","[8] GameReleaseComparatorExactYear record2Value","[8] GameReleaseComparatorExactYear record1PreprocessedValue","[8] GameReleaseComparatorExactYear record2PreprocessedValue","[8] GameReleaseComparatorExactYear similarity","[8] GameReleaseComparatorExactYear postproccesedSimilarity","[9] GamePlatformComparatorJaccard record1Value","[9] GamePlatformComparatorJaccard record2Value","[9] GamePlatformComparatorJaccard record1PreprocessedValue","[9] GamePlatformComparatorJaccard record2PreprocessedValue","[9] GamePlatformComparatorJaccard similarity","[9] GamePlatformComparatorJaccard postproccesedSimilarity"
"WekaMatchingRule","Kaggle1_Video_Game_4584","VG_Sales4605","0.08089171974522293","0","","","","","0.0","0.0",", Action, ",", Action, ",", Action, ",", Action, ","1.0","1.0","avatar: the last airbender - the burning earth","avatar: the last airbender - the burning earth","avatar: the last airbender - the burning earth","avatar: the last airbender - the burning earth","1.0","1.0","Avatar: The Last Airbender - The Burning Earth","Avatar: The Last Airbender - The Burning Earth","Avatar: The Last Airbender - The Burning Earth","Avatar: The Last Airbender - The Burning Earth","1.0","1.0","Avatar: The Last Airbender - The Burning Earth","Avatar: The Last Airbender - The Burning Earth","Avatar: The Last Airbender - The Burning Earth","Avatar: The Last Airbender - The Burning Earth","1.0","1.0","PlayStation2","PlayStation2","PlayStation2","PlayStation2","1.0","1.0",", THQ, ",", THQ, ",", THQ, ",", THQ, ","1.0","1.0",", thq, ",", thq, ",", thq, ",", thq, ","1.0","1.0","2007-01-01T00:00","2007-01-01T00:00","2007-01-01T00:00","2007-01-01T00:00","1.0","1.0","playstation2","playstation2","playstation2","playstation2","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_4194","VG_Sales4213",,"0",", activision, ","",", activision, ","","0.0","0.0",", Misc, ",", Misc, ",", Misc, ",", Misc, ","1.0","1.0","world series of poker","world series of poker","world series of poker","world series of poker","1.0","1.0","World Series of Poker","World Series of Poker","World Series of Poker","World Series of Poker","1.0","1.0","World Series of Poker","World Series of Poker","World Series of Poker","World Series of Poker","1.0","1.0","PlayStation2","PlayStation2","PlayStation2","PlayStation2","1.0","1.0",", Activision, ",", Activision, ",", Activision, ",", Activision, ","1.0","1.0",", activision, ",", activision, ",", activision, ",", activision, ","1.0","1.0","2005-01-01T00:00","2005-01-01T00:00","2005-01-01T00:00","2005-01-01T00:00","1.0","1.0","playstation2","playstation2","playstation2","playstation2","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_15559","VG_Sales15475","0.08089171974522293","0","","","","","0.0","0.0",", Action, ",", Action, ",", Action, ",", Action, ","1.0","1.0","natsuiro high school: seishun hakusho","natsuiro high school: seishun hakusho","natsuiro high school: seishun hakusho","natsuiro high school: seishun hakusho","1.0","1.0","Natsuiro High School: Seishun Hakusho","Natsuiro High School: Seishun Hakusho","Natsuiro High School: Seishun Hakusho","Natsuiro High School: Seishun Hakusho","1.0","1.0","Natsuiro High School: Seishun Hakusho","Natsuiro High School: Seishun Hakusho","Natsuiro High School: Seishun Hakusho","Natsuiro High School: Seishun Hakusho","1.0","1.0","PlayStation4","PlayStation4","PlayStation4","PlayStation4","1.0","1.0",", D3Publisher, ",", D3Publisher, ",", D3Publisher, ",", D3Publisher, ","1.0","1.0",", d3publisher, ",", d3publisher, ",", d3publisher, ",", d3publisher, ","1.0","1.0","2015-01-01T00:00","2015-01-01T00:00","2015-01-01T00:00","2015-01-01T00:00","1.0","1.0","playstation4","playstation4","playstation4","playstation4","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_16668","VG_Sales15402",,"0",", fluid studios, ","",", fluid studios, ","","0.0","0.0",", Action, ",", Sports, ",", Action, ",", Sports, ","0.7962962985038757","0.7962962985038757","e.t. the extra-terrestrial","espn mls extratime 2002","e.t. the extra-terrestrial","espn mls extratime 2002","0.0","0.0","E.T. The Extra-Terrestrial","ESPN MLS ExtraTime 2002","E.T. The Extra-Terrestrial","ESPN MLS ExtraTime 2002","0.3846153846153846","0.3846153846153846","E.T. The Extra-Terrestrial","ESPN MLS ExtraTime 2002","E.T. The Extra-Terrestrial","ESPN MLS ExtraTime 2002","0.0","0.0","GBA","GC","GBA","GC","0.6111111044883728","0.6111111044883728",", NewKidCo, ",", Konami Digital Entertainment, ",", NewKidCo, ",", Konami Digital Entertainment, ","0.21875","0.21875",", newkidco, ",", konami digital entertainment, ",", newkidco, ",", konami digital entertainment, ","0.0","0.0","2001-01-01T00:00","2002-01-01T00:00","2001-01-01T00:00","2002-01-01T00:00","0.5","0.5","gba","gc","gba","gc","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_2052","VG_Sales2054","0.08089171974522293","0",", ubisoft montpellier, ","",", ubisoft montpellier, ","","0.0","0.0",", Platform, ",", Platform, ",", Platform, ",", Platform, ","1.0","1.0","rayman legends","rayman legends","rayman legends","rayman legends","1.0","1.0","Rayman Legends","Rayman Legends","Rayman Legends","Rayman Legends","1.0","1.0","Rayman Legends","Rayman Legends","Rayman Legends","Rayman Legends","1.0","1.0","PlayStation4","PlayStation4","PlayStation4","PlayStation4","1.0","1.0",", Ubisoft, ",", Ubisoft, ",", Ubisoft, ",", Ubisoft, ","1.0","1.0",", ubisoft, ",", ubisoft, ",", ubisoft, ",", ubisoft, ","1.0","1.0","2014-01-01T00:00","2014-01-01T00:00","2014-01-01T00:00","2014-01-01T00:00","1.0","1.0","playstation4","playstation4","playstation4","playstation4","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_236","VG_Sales235","0.08089171974522293","0",", next level games, ","",", next level games, ","","0.0","0.0",", Action, ",", Action, ",", Action, ",", Action, ","1.0","1.0","luigi's mansion: dark moon","luigi's mansion: dark moon","luigi's mansion: dark moon","luigi's mansion: dark moon","1.0","1.0","Luigi's Mansion: Dark Moon","Luigi's Mansion: Dark Moon","Luigi's Mansion: Dark Moon","Luigi's Mansion: Dark Moon","1.0","1.0","Luigi's Mansion: Dark Moon","Luigi's Mansion: Dark Moon","Luigi's Mansion: Dark Moon","Luigi's Mansion: Dark Moon","1.0","1.0","3DS","3DS","3DS","3DS","1.0","1.0",", Nintendo, ",", Nintendo, ",", Nintendo, ",", Nintendo, ","1.0","1.0",", nintendo, ",", nintendo, ",", nintendo, ",", nintendo, ","1.0","1.0","2013-01-01T00:00","2013-01-01T00:00","2013-01-01T00:00","2013-01-01T00:00","1.0","1.0","3ds","3ds","3ds","3ds","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_1652","VG_Sales1642",,"0",", rainbow studios, ","",", rainbow studios, ","","0.0","0.0",", Racing, ",", Racing, ",", Racing, ",", Racing, ","1.0","1.0","cars","cars","cars","cars","1.0","1.0","Cars","Cars","Cars","Cars","1.0","1.0","Cars","Cars","Cars","Cars","1.0","1.0","PlayStation2","PSP","PlayStation2","PSP","0.6111111044883728","0.6111111044883728",", THQ, ",", THQ, ",", THQ, ",", THQ, ","1.0","1.0",", thq, ",", thq, ",", thq, ",", thq, ","1.0","1.0","2006-01-01T00:00","2006-01-01T00:00","2006-01-01T00:00","2006-01-01T00:00","1.0","1.0","playstation2","psp","playstation2","psp","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_12413","VG_Sales4333",,"0","","","","","0.0","0.0",", Action, ",", Sports, ",", Action, ",", Sports, ","0.7962962985038757","0.7962962985038757","nhl legacy","nfl head coach","nhl legacy","nfl head coach","0.0","0.0","NHL Legacy","NFL Head Coach","NHL Legacy","NFL Head Coach","0.4285714285714286","0.4285714285714286","NHL Legacy","NFL Head Coach","NHL Legacy","NFL Head Coach","0.0","0.0","Xbox 360","PlayStation2","Xbox 360","PlayStation2","0.0","0.0",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ","1.0","1.0",", electronic arts, ",", electronic arts, ",", electronic arts, ",", electronic arts, ","1.0","1.0","2015-01-01T00:00","2006-01-01T00:00","2015-01-01T00:00","2006-01-01T00:00","0.0","0.0","xbox 360","playstation2","xbox 360","playstation2","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_6172","VG_Sales2617",,"0",", volatile games, ","",", volatile games, ","","0.0","0.0",", Shooter, ",", Action, ",", Shooter, ",", Action, ","0.7910052935282389","0.7910052935282389","dead to rights: retribution","dead island: riptide","dead to rights: retribution","dead island: riptide","0.16666666666666666","0.0","Dead to Rights: Retribution","Dead Island: Riptide","Dead to Rights: Retribution","Dead Island: Riptide","0.40740740740740744","0.40740740740740744","Dead to Rights: Retribution","Dead Island: Riptide","Dead to Rights: Retribution","Dead Island: Riptide","0.16666666666666666","0.0","PlayStation3","Xbox 360","PlayStation3","Xbox 360","0.0","0.0",", Namco Bandai Games, ",", Deep Silver, ",", Namco Bandai Games, ",", Deep Silver, ","0.31818181818181823","0.31818181818181823",", namco bandai games, ",", deep silver, ",", namco bandai games, ",", deep silver, ","0.0","0.0","2010-01-01T00:00","2013-01-01T00:00","2010-01-01T00:00","2013-01-01T00:00","0.0","0.0","playstation3","xbox 360","playstation3","xbox 360","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_2541","VG_Sales2547","0.08089171974522293","0","","","","","0.0","0.0",", Action, ",", Action, ",", Action, ",", Action, ","1.0","1.0","army men: sarge's heroes","army men: sarge's heroes","army men: sarge's heroes","army men: sarge's heroes","1.0","1.0","Army Men: Sarge's Heroes","Army Men: Sarge's Heroes","Army Men: Sarge's Heroes","Army Men: Sarge's Heroes","1.0","1.0","Army Men: Sarge's Heroes","Army Men: Sarge's Heroes","Army Men: Sarge's Heroes","Army Men: Sarge's Heroes","1.0","1.0","N64","N64","N64","N64","1.0","1.0",", 3DO, ",", 3DO, ",", 3DO, ",", 3DO, ","1.0","1.0",", 3do, ",", 3do, ",", 3do, ",", 3do, ","1.0","1.0","1999-01-01T00:00","1999-01-01T00:00","1999-01-01T00:00","1999-01-01T00:00","1.0","1.0","n64","n64","n64","n64","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_16176","VG_Sales16075","0.08089171974522293","1","","","","","0.0","0.0",", Puzzle, ",", Puzzle, ",", Puzzle, ",", Puzzle, ","1.0","1.0","umihara kawase jun: second edition kanzenban","umihara kawase jun: second edition kanzenban","umihara kawase jun: second edition kanzenban","umihara kawase jun: second edition kanzenban","1.0","1.0","Umihara Kawase Jun: Second Edition Kanzenban","Umihara Kawase Jun: Second Edition Kanzenban","Umihara Kawase Jun: Second Edition Kanzenban","Umihara Kawase Jun: Second Edition Kanzenban","1.0","1.0","Umihara Kawase Jun: Second Edition Kanzenban","Umihara Kawase Jun: Second Edition Kanzenban","Umihara Kawase Jun: Second Edition Kanzenban","Umihara Kawase Jun: Second Edition Kanzenban","1.0","1.0","DS","DS","DS","DS","1.0","1.0",", Genterprise, ",", Genterprise, ",", Genterprise, ",", Genterprise, ","1.0","1.0",", genterprise, ",", genterprise, ",", genterprise, ",", genterprise, ","1.0","1.0","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","1.0","1.0","ds","ds","ds","ds","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_2343","VG_Sales2310",,"0",", electronic arts, ","",", electronic arts, ","","0.0","0.0",", Sports, ",", Sports, ",", Sports, ",", Sports, ","1.0","1.0","tiger woods pga tour 12: the masters","tiger woods pga tour 12: the masters","tiger woods pga tour 12: the masters","tiger woods pga tour 12: the masters","1.0","1.0","Tiger Woods PGA Tour 12: The Masters","Tiger Woods PGA Tour 12: The Masters","Tiger Woods PGA Tour 12: The Masters","Tiger Woods PGA Tour 12: The Masters","1.0","1.0","Tiger Woods PGA Tour 12: The Masters","Tiger Woods PGA Tour 12: The Masters","Tiger Woods PGA Tour 12: The Masters","Tiger Woods PGA Tour 12: The Masters","1.0","1.0","PlayStation3","PlayStation3","PlayStation3","PlayStation3","1.0","1.0",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ","1.0","1.0",", electronic arts, ",", electronic arts, ",", electronic arts, ",", electronic arts, ","1.0","1.0","2011-01-01T00:00","2011-01-01T00:00","2011-01-01T00:00","2011-01-01T00:00","1.0","1.0","playstation3","playstation3","playstation3","playstation3","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_2267","VG_Sales2276","0.08089171974522293","0","","","","","0.0","0.0",", Sports, ",", Sports, ",", Sports, ",", Sports, ","1.0","1.0","street hoops","street hoops","street hoops","street hoops","1.0","1.0","Street Hoops","Street Hoops","Street Hoops","Street Hoops","1.0","1.0","Street Hoops","Street Hoops","Street Hoops","Street Hoops","1.0","1.0","PlayStation2","PlayStation2","PlayStation2","PlayStation2","1.0","1.0",", Activision, ",", Activision, ",", Activision, ",", Activision, ","1.0","1.0",", activision, ",", activision, ",", activision, ",", activision, ","1.0","1.0","2002-01-01T00:00","2002-01-01T00:00","2002-01-01T00:00","2002-01-01T00:00","1.0","1.0","playstation2","playstation2","playstation2","playstation2","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_7048","VG_Sales7080","0.08089171974522293","0","","","","","0.0","0.0",", Sports, ",", Sports, ",", Sports, ",", Sports, ","1.0","1.0","saka-tsuku ds: touch and direct","saka-tsuku ds: touch and direct","saka-tsuku ds: touch and direct","saka-tsuku ds: touch and direct","1.0","1.0","Saka-Tsuku DS: Touch and Direct","Saka-Tsuku DS: Touch and Direct","Saka-Tsuku DS: Touch and Direct","Saka-Tsuku DS: Touch and Direct","1.0","1.0","Saka-Tsuku DS: Touch and Direct","Saka-Tsuku DS: Touch and Direct","Saka-Tsuku DS: Touch and Direct","Saka-Tsuku DS: Touch and Direct","1.0","1.0","DS","DS","DS","DS","1.0","1.0",", Sega, ",", Sega, ",", Sega, ",", Sega, ","1.0","1.0",", sega, ",", sega, ",", sega, ",", sega, ","1.0","1.0","2008-01-01T00:00","2008-01-01T00:00","2008-01-01T00:00","2008-01-01T00:00","1.0","1.0","ds","ds","ds","ds","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_4739","VG_Sales4731","0.08089171974522293","0","","","","","0.0","0.0",", Sports, ",", Sports, ",", Sports, ",", Sports, ","1.0","1.0","uefa euro 2008 austria-switzerland","uefa euro 2008 austria-switzerland","uefa euro 2008 austria-switzerland","uefa euro 2008 austria-switzerland","1.0","1.0","UEFA Euro 2008 Austria-Switzerland","UEFA Euro 2008 Austria-Switzerland","UEFA Euro 2008 Austria-Switzerland","UEFA Euro 2008 Austria-Switzerland","1.0","1.0","UEFA Euro 2008 Austria-Switzerland","UEFA Euro 2008 Austria-Switzerland","UEFA Euro 2008 Austria-Switzerland","UEFA Euro 2008 Austria-Switzerland","1.0","1.0","PlayStation3","PlayStation3","PlayStation3","PlayStation3","1.0","1.0",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ","1.0","1.0",", electronic arts, ",", electronic arts, ",", electronic arts, ",", electronic arts, ","1.0","1.0","2008-01-01T00:00","2008-01-01T00:00","2008-01-01T00:00","2008-01-01T00:00","1.0","1.0","playstation3","playstation3","playstation3","playstation3","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_1085","VG_Sales1084","0.08089171974522293","0",", ea canada, ","",", ea canada, ","","0.0","0.0",", Sports, ",", Sports, ",", Sports, ",", Sports, ","1.0","1.0","ssx 3","ssx 3","ssx 3","ssx 3","1.0","1.0","SSX 3","SSX 3","SSX 3","SSX 3","1.0","1.0","SSX 3","SSX 3","SSX 3","SSX 3","1.0","1.0","PlayStation2","PlayStation2","PlayStation2","PlayStation2","1.0","1.0",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ",", Electronic Arts, ","1.0","1.0",", electronic arts, ",", electronic arts, ",", electronic arts, ",", electronic arts, ","1.0","1.0","2003-01-01T00:00","2003-01-01T00:00","2003-01-01T00:00","2003-01-01T00:00","1.0","1.0","playstation2","playstation2","playstation2","playstation2","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_12685","VG_Sales13485","0.08089171974522293","0",", tri-ace, ","",", tri-ace, ","","0.0","0.0",", Role-Playing, ",", Role-Playing, ",", Role-Playing, ",", Role-Playing, ","1.0","1.0","exist archive: the other side of the sky","exist archive: the other side of the sky","exist archive: the other side of the sky","exist archive: the other side of the sky","1.0","1.0","Exist Archive: The Other Side of the Sky","Exist Archive: The Other Side of the Sky","Exist Archive: The Other Side of the Sky","Exist Archive: The Other Side of the Sky","1.0","1.0","Exist Archive: The Other Side of the Sky","Exist Archive: The Other Side of the Sky","Exist Archive: The Other Side of the Sky","Exist Archive: The Other Side of the Sky","1.0","1.0","PSV","PSV","PSV","PSV","1.0","1.0",", Aksys Games, ",", Aksys Games, ",", Aksys Games, ",", Aksys Games, ","1.0","1.0",", aksys games, ",", aksys games, ",", aksys games, ",", aksys games, ","1.0","1.0","2015-01-01T00:00","2015-01-01T00:00","2015-01-01T00:00","2015-01-01T00:00","1.0","1.0","psv","psv","psv","psv","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_167","VG_Sales164","0.08089171974522293","1",", intelligent systems, ","",", intelligent systems, ","","0.0","0.0",", Racing, ",", Racing, ",", Racing, ",", Racing, ","1.0","1.0","mario kart: super circuit","mario kart: super circuit","mario kart: super circuit","mario kart: super circuit","1.0","1.0","Mario Kart: Super Circuit","Mario Kart: Super Circuit","Mario Kart: Super Circuit","Mario Kart: Super Circuit","1.0","1.0","Mario Kart: Super Circuit","Mario Kart: Super Circuit","Mario Kart: Super Circuit","Mario Kart: Super Circuit","1.0","1.0","GBA","GBA","GBA","GBA","1.0","1.0",", Nintendo, ",", Nintendo, ",", Nintendo, ",", Nintendo, ","1.0","1.0",", nintendo, ",", nintendo, ",", nintendo, ",", nintendo, ","1.0","1.0","2001-01-01T00:00","2001-01-01T00:00","2001-01-01T00:00","2001-01-01T00:00","1.0","1.0","gba","gba","gba","gba","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_15927","VG_Sales15689","0.08089171974522293","0",", boomzap, ","",", boomzap, ","","0.0","0.0",", Action, ",", Action, ",", Action, ",", Action, ","1.0","1.0","pirates plundarrr","pirates plundarrr","pirates plundarrr","pirates plundarrr","1.0","1.0","Pirates PlundArrr","Pirates PlundArrr","Pirates PlundArrr","Pirates PlundArrr","1.0","1.0","Pirates PlundArrr","Pirates PlundArrr","Pirates PlundArrr","Pirates PlundArrr","1.0","1.0","Wii","Wii","Wii","Wii","1.0","1.0",", Majesco Entertainment, ",", Majesco Entertainment, ",", Majesco Entertainment, ",", Majesco Entertainment, ","1.0","1.0",", majesco entertainment, ",", majesco entertainment, ",", majesco entertainment, ",", majesco entertainment, ","1.0","1.0","2010-01-01T00:00","2010-01-01T00:00","2010-01-01T00:00","2010-01-01T00:00","1.0","1.0","wii","wii","wii","wii","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_3959","VG_Sales3969","0.08089171974522293","0",", radical entertainment, ","",", radical entertainment, ","","0.0","0.0",", Platform, ",", Platform, ",", Platform, ",", Platform, ","1.0","1.0","crash: mind over mutant","crash: mind over mutant","crash: mind over mutant","crash: mind over mutant","1.0","1.0","Crash: Mind Over Mutant","Crash: Mind Over Mutant","Crash: Mind Over Mutant","Crash: Mind Over Mutant","1.0","1.0","Crash: Mind Over Mutant","Crash: Mind Over Mutant","Crash: Mind Over Mutant","Crash: Mind Over Mutant","1.0","1.0","PlayStation2","PlayStation2","PlayStation2","PlayStation2","1.0","1.0",", Vivendi Games, ",", Vivendi Games, ",", Vivendi Games, ",", Vivendi Games, ","1.0","1.0",", vivendi games, ",", vivendi games, ",", vivendi games, ",", vivendi games, ","1.0","1.0","2008-01-01T00:00","2008-01-01T00:00","2008-01-01T00:00","2008-01-01T00:00","1.0","1.0","playstation2","playstation2","playstation2","playstation2","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_10310","VG_Sales5833",,"0","","","","","0.0","0.0",", Simulation, ",", Misc, ",", Simulation, ",", Misc, ","0.8166666626930237","0.8166666626930237","kirarin * revolution: kira kira idol audition","karaoke revolution glee: volume 3","kirarin * revolution: kira kira idol audition","karaoke revolution glee: volume 3","0.1111111111111111","0.0","Kirarin * Revolution: Kira Kira Idol Audition","Karaoke Revolution Glee: Volume 3","Kirarin * Revolution: Kira Kira Idol Audition","Karaoke Revolution Glee: Volume 3","0.4222222222222223","0.4222222222222223","Kirarin * Revolution: Kira Kira Idol Audition","Karaoke Revolution Glee: Volume 3","Kirarin * Revolution: Kira Kira Idol Audition","Karaoke Revolution Glee: Volume 3","0.1111111111111111","0.0","DS","Wii","DS","Wii","0.0","0.0",", Konami Digital Entertainment, ",", Konami Digital Entertainment, ",", Konami Digital Entertainment, ",", Konami Digital Entertainment, ","1.0","1.0",", konami digital entertainment, ",", konami digital entertainment, ",", konami digital entertainment, ",", konami digital entertainment, ","1.0","1.0","2006-01-01T00:00","2011-01-01T00:00","2006-01-01T00:00","2011-01-01T00:00","0.0","0.0","ds","wii","ds","wii","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_8852","VG_Sales11023",,"0","","","","","0.0","0.0",", Platform, ",", Platform, ",", Platform, ",", Platform, ","1.0","1.0","doraemon 3: nobi dai no machi sos!","doraemon: nobita to midori no kyojinden ds","doraemon 3: nobi dai no machi sos!","doraemon: nobita to midori no kyojinden ds","0.16666666666666666","0.0","Doraemon 3: Nobi Dai no Machi SOS!","Doraemon: Nobita to Midori no Kyojinden DS","Doraemon 3: Nobi Dai no Machi SOS!","Doraemon: Nobita to Midori no Kyojinden DS","0.47619047619047616","0.47619047619047616","Doraemon 3: Nobi Dai no Machi SOS!","Doraemon: Nobita to Midori no Kyojinden DS","Doraemon 3: Nobi Dai no Machi SOS!","Doraemon: Nobita to Midori no Kyojinden DS","0.16666666666666666","0.0","N64","DS","N64","DS","0.0","0.0",", Epoch, ",", Sega, ",", Epoch, ",", Sega, ","0.4444444444444444","0.4444444444444444",", epoch, ",", sega, ",", epoch, ",", sega, ","0.0","0.0","2000-01-01T00:00","2008-01-01T00:00","2000-01-01T00:00","2008-01-01T00:00","0.0","0.0","n64","ds","n64","ds","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_4792","VG_Sales4816","0.08089171974522293","0","","","","","0.0","0.0",", Fighting, ",", Fighting, ",", Fighting, ",", Fighting, ","1.0","1.0","samurai shodown","samurai shodown","samurai shodown","samurai shodown","1.0","1.0","Samurai Shodown","Samurai Shodown","Samurai Shodown","Samurai Shodown","1.0","1.0","Samurai Shodown","Samurai Shodown","Samurai Shodown","Samurai Shodown","1.0","1.0","SNES","SNES","SNES","SNES","1.0","1.0",", Takara, ",", Takara, ",", Takara, ",", Takara, ","1.0","1.0",", takara, ",", takara, ",", takara, ",", takara, ","1.0","1.0","1994-01-01T00:00","1994-01-01T00:00","1994-01-01T00:00","1994-01-01T00:00","1.0","1.0","snes","snes","snes","snes","1.0","1.0"
"WekaMatchingRule","Kaggle1_Video_Game_7420","VG_Sales11376",,"0","","","","","0.0","0.0",", Adventure, ",", Simulation, ",", Adventure, ",", Simulation, ","0.7691358029842377","0.7691358029842377","prince of persia: revelations","dream day: wedding destinations","prince of persia: revelations","dream day: wedding destinations","0.0","0.0","Prince of Persia: Revelations","Dream Day: Wedding Destinations","Prince of Persia: Revelations","Dream Day: Wedding Destinations","0.3870967741935484","0.3870967741935484","Prince of Persia: Revelations","Dream Day: Wedding Destinations","Prince of Persia: Revelations","Dream Day: Wedding Destinations","0.0","0.0","PSP","DS","PSP","DS","0.6111111044883728","0.6111111044883728",", Ubisoft, ",", THQ, ",", Ubisoft, ",", THQ, ","0.36363636363636365","0.36363636363636365",", ubisoft, ",", thq, ",", ubisoft, ",", thq, ","0.0","0.0","2005-01-01T00:00","2009-01-01T00:00","2005-01-01T00:00","2009-01-01T00:00","0.0","0.0","psp","ds","psp","ds","0.0","0.0"
"WekaMatchingRule","Kaggle1_Video_Game_16628","VG_Sales16140","0.08089171974522293","0","","","","","0.0","0.0",", Action, ",", Action, ",", Action, ",", Action, ","1.0","1.0","norn + nonette: act tune","norn + nonette: last era","norn + nonette: act tune","norn + nonette: last era","0.3333333333333333","0.0","Norn + Nonette: Act Tune","Norn + Nonette: Last Era","Norn + Nonette: Act Tune","Norn + Nonette: Last Era","0.75","0.75","Norn + Nonette: Act Tune","Norn + Nonette: Last Era","Norn + Nonette: Act Tune","Norn + Nonette: Last Era","0.3333333333333333","0.0","PSV","PSV","PSV","PSV","1.0","1.0",", Idea Factory, ",", Idea Factory, ",", Idea Factory, ",", Idea Factory, ","1.0","1.0",", idea factory, ",", idea factory, ",", idea factory, ",", idea factory, ","1.0","1.0","2016-01-01T00:00","2015-01-01T00:00","2016-01-01T00:00","2015-01-01T00:00","0.5","0.5","psv","psv","psv","psv","1.0","1.0"
