"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GameDevComparatorJaccard record1Value","[0] GameDevComparatorJaccard record2Value","[0] GameDevComparatorJaccard record1PreprocessedValue","[0] GameDevComparatorJaccard record2PreprocessedValue","[0] GameDevComparatorJaccard similarity","[0] GameDevComparatorJaccard postproccesedSimilarity","[1] GameNameComparatorMongeElkan record1Value","[1] GameNameComparatorMongeElkan record2Value","[1] GameNameComparatorMongeElkan record1PreprocessedValue","[1] GameNameComparatorMongeElkan record2PreprocessedValue","[1] GameNameComparatorMongeElkan similarity","[1] GameNameComparatorMongeElkan postproccesedSimilarity","[2] GameGenreComparatorMongeElkan record1Value","[2] GameGenreComparatorMongeElkan record2Value","[2] GameGenreComparatorMongeElkan record1PreprocessedValue","[2] GameGenreComparatorMongeElkan record2PreprocessedValue","[2] GameGenreComparatorMongeElkan similarity","[2] GameGenreComparatorMongeElkan postproccesedSimilarity","[3] GameNameComparatorLowerCaseJaccard record1Value","[3] GameNameComparatorLowerCaseJaccard record2Value","[3] GameNameComparatorLowerCaseJaccard record1PreprocessedValue","[3] GameNameComparatorLowerCaseJaccard record2PreprocessedValue","[3] GameNameComparatorLowerCaseJaccard similarity","[3] GameNameComparatorLowerCaseJaccard postproccesedSimilarity","[4] GameNameComparatorLevenshtein record1Value","[4] GameNameComparatorLevenshtein record2Value","[4] GameNameComparatorLevenshtein record1PreprocessedValue","[4] GameNameComparatorLevenshtein record2PreprocessedValue","[4] GameNameComparatorLevenshtein similarity","[4] GameNameComparatorLevenshtein postproccesedSimilarity","[5] GameNameComparatorJaccard record1Value","[5] GameNameComparatorJaccard record2Value","[5] GameNameComparatorJaccard record1PreprocessedValue","[5] GameNameComparatorJaccard record2PreprocessedValue","[5] GameNameComparatorJaccard similarity","[5] GameNameComparatorJaccard postproccesedSimilarity","[6] GamePlatformComparatorMongeElkan record1Value","[6] GamePlatformComparatorMongeElkan record2Value","[6] GamePlatformComparatorMongeElkan record1PreprocessedValue","[6] GamePlatformComparatorMongeElkan record2PreprocessedValue","[6] GamePlatformComparatorMongeElkan similarity","[6] GamePlatformComparatorMongeElkan postproccesedSimilarity","[7] GamePublisherComparatorLevenshtein record1Value","[7] GamePublisherComparatorLevenshtein record2Value","[7] GamePublisherComparatorLevenshtein record1PreprocessedValue","[7] GamePublisherComparatorLevenshtein record2PreprocessedValue","[7] GamePublisherComparatorLevenshtein similarity","[7] GamePublisherComparatorLevenshtein postproccesedSimilarity","[8] GamePublisherLJaccard record1Value","[8] GamePublisherLJaccard record2Value","[8] GamePublisherLJaccard record1PreprocessedValue","[8] GamePublisherLJaccard record2PreprocessedValue","[8] GamePublisherLJaccard similarity","[8] GamePublisherLJaccard postproccesedSimilarity","[9] GameReleaseComparatorExactYear record1Value","[9] GameReleaseComparatorExactYear record2Value","[9] GameReleaseComparatorExactYear record1PreprocessedValue","[9] GameReleaseComparatorExactYear record2PreprocessedValue","[9] GameReleaseComparatorExactYear similarity","[9] GameReleaseComparatorExactYear postproccesedSimilarity","[10] GamePlatformComparatorJaccard record1Value","[10] GamePlatformComparatorJaccard record2Value","[10] GamePlatformComparatorJaccard record1PreprocessedValue","[10] GamePlatformComparatorJaccard record2PreprocessedValue","[10] GamePlatformComparatorJaccard similarity","[10] GamePlatformComparatorJaccard postproccesedSimilarity"
"WekaMatchingRule","DBpedia_Video_Game_2143","Kaggle1_Video_Game_4551","0.15384615384615385",,"","","","","0.0","0.0","007 Legends","2014 FIFA World Cup Brazil","007 Legends","2014 FIFA World Cup Brazil","0.46270397305488586","0.46270397305488586",", First-person shooter, , Interactive film, ",", Sports, ",", First-person shooter, , Interactive film, ",", Sports, ","0.7694444477558136","0.7694444477558136","007 legends","2014 fifa world cup brazil","007 legends","2014 fifa world cup brazil","0.0","0.0","007 Legends","2014 FIFA World Cup Brazil","007 Legends","2014 FIFA World Cup Brazil","0.11538461538461542","0.11538461538461542","007 Legends","2014 FIFA World Cup Brazil","007 Legends","2014 FIFA World Cup Brazil","0.0","0.0","Xbox 360","Xbox 360","Xbox 360","Xbox 360","1.0","1.0",", Activision, ",", Electronic Arts, ",", Activision, ",", Electronic Arts, ","0.368421052631579","0.368421052631579",", activision, ",", electronic arts, ",", activision, ",", electronic arts, ","0.0","0.0","2012-10-16T00:00","2014-01-01T00:00","2012-10-16T00:00","2014-01-01T00:00","0.0","0.0","xbox 360","xbox 360","xbox 360","xbox 360","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_9364","Kaggle1_Video_Game_840","0.12195121951219512",,"","","","","0.0","0.0","007: Quantum of Solace","1080°: TenEighty Snowboarding","007: Quantum of Solace","1080°: TenEighty Snowboarding","0.5697492361068726","0.5697492361068726",", First-person shooter, , Third-person shooter, ",", Sports, ",", First-person shooter, , Third-person shooter, ",", Sports, ","0.7966666698455811","0.7966666698455811","007: quantum of solace","1080°: teneighty snowboarding","007: quantum of solace","1080°: teneighty snowboarding","0.0","0.0","007: Quantum of Solace","1080°: TenEighty Snowboarding","007: Quantum of Solace","1080°: TenEighty Snowboarding","0.27586206896551724","0.27586206896551724","007: Quantum of Solace","1080°: TenEighty Snowboarding","007: Quantum of Solace","1080°: TenEighty Snowboarding","0.0","0.0","PlayStation 2","Nintendo 64","PlayStation 2","Nintendo 64","0.4737762212753296","0.4737762212753296",", Activision, ",", Nintendo, ",", Activision, ",", Nintendo, ","0.3571428571428571","0.3571428571428571",", activision, ",", nintendo, ",", activision, ",", nintendo, ","0.0","0.0","2008-10-31T00:00","1998-01-01T00:00","2008-10-31T00:00","1998-01-01T00:00","0.0","0.0","playstation 2","nintendo 64","playstation 2","nintendo 64","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_14116","Kaggle1_Video_Game_2430","0.12195121951219512",,"","","","","0.0","0.0",".hack (video game series)","2010 FIFA World Cup South Africa",".hack (video game series)","2010 FIFA World Cup South Africa","0.40434524416923523","0.40434524416923523",", Action role-playing, ",", Sports, ",", Action role-playing, ",", Sports, ","0.7953216334184011","0.7953216334184011",".hack (video game series)","2010 fifa world cup south africa",".hack (video game series)","2010 fifa world cup south africa","0.0","0.0",".hack (video game series)","2010 FIFA World Cup South Africa",".hack (video game series)","2010 FIFA World Cup South Africa","0.15625","0.15625",".hack (video game series)","2010 FIFA World Cup South Africa",".hack (video game series)","2010 FIFA World Cup South Africa","0.0","0.0","PlayStation 2","Xbox 360","PlayStation 2","Xbox 360","0.0","0.0",", Bandai, ",", Electronic Arts, ",", Bandai, ",", Electronic Arts, ","0.3157894736842105","0.3157894736842105",", bandai, ",", electronic arts, ",", bandai, ",", electronic arts, ","0.0","0.0","2002-06-20T00:00","2010-01-01T00:00","2002-06-20T00:00","2010-01-01T00:00","0.0","0.0","playstation 2","xbox 360","playstation 2","xbox 360","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_6732","Kaggle1_Video_Game_5726","0.12195121951219512",,"","","","","0.0","0.0","'Splosion Man","1001 Touch Games","'Splosion Man","1001 Touch Games","0.36164531111717224","0.36164531111717224",", Action game, , Platform game, ",", Action, ",", Action game, , Platform game, ",", Action, ","0.8809634864330291","0.8809634864330291","'splosion man","1001 touch games","'splosion man","1001 touch games","0.0","0.0","'Splosion Man","1001 Touch Games","'Splosion Man","1001 Touch Games","0.125","0.125","'Splosion Man","1001 Touch Games","'Splosion Man","1001 Touch Games","0.0","0.0","Xbox 360","Nintendo DS","Xbox 360","Nintendo DS","0.405303031206131","0.405303031206131",", Microsoft Games Studios, ",", Avanquest, ",", Microsoft Games Studios, ",", Avanquest, ","0.2592592592592593","0.2592592592592593",", microsoft games studios, ",", avanquest, ",", microsoft games studios, ",", avanquest, ","0.0","0.0","2009-07-22T00:00","2011-01-01T00:00","2009-07-22T00:00","2011-01-01T00:00","0.0","0.0","xbox 360","nintendo ds","xbox 360","nintendo ds","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_9362","Kaggle1_Video_Game_12252","0.12195121951219512",,"","","","","0.0","0.0","007: Quantum of Solace","12-Sai. Honto no Kimochi","007: Quantum of Solace","12-Sai. Honto no Kimochi","0.49040403962135315","0.49040403962135315",", First-person shooter, , Third-person shooter, ",", Adventure, ",", First-person shooter, , Third-person shooter, ",", Adventure, ","0.7525925874710083","0.7525925874710083","007: quantum of solace","12-sai. honto no kimochi","007: quantum of solace","12-sai. honto no kimochi","0.0","0.0","007: Quantum of Solace","12-Sai. Honto no Kimochi","007: Quantum of Solace","12-Sai. Honto no Kimochi","0.16666666666666663","0.16666666666666663","007: Quantum of Solace","12-Sai. Honto no Kimochi","007: Quantum of Solace","12-Sai. Honto no Kimochi","0.0","0.0","Microsoft Windows","Nintendo 3DS","Microsoft Windows","Nintendo 3DS","0.47875815629959106","0.47875815629959106",", Activision, ",", Happinet, ",", Activision, ",", Happinet, ","0.3571428571428571","0.3571428571428571",", activision, ",", happinet, ",", activision, ",", happinet, ","0.0","0.0","2008-10-31T00:00","2014-01-01T00:00","2008-10-31T00:00","2014-01-01T00:00","0.0","0.0","microsoft windows","nintendo 3ds","microsoft windows","nintendo 3ds","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_9363","Kaggle1_Video_Game_3272","0.12195121951219512",,"","","","","0.0","0.0","007: Quantum of Solace","2014 FIFA World Cup Brazil","007: Quantum of Solace","2014 FIFA World Cup Brazil","0.4737762212753296","0.4737762212753296",", First-person shooter, , Third-person shooter, ",", Sports, ",", First-person shooter, , Third-person shooter, ",", Sports, ","0.7966666698455811","0.7966666698455811","007: quantum of solace","2014 fifa world cup brazil","007: quantum of solace","2014 fifa world cup brazil","0.0","0.0","007: Quantum of Solace","2014 FIFA World Cup Brazil","007: Quantum of Solace","2014 FIFA World Cup Brazil","0.1923076923076923","0.1923076923076923","007: Quantum of Solace","2014 FIFA World Cup Brazil","007: Quantum of Solace","2014 FIFA World Cup Brazil","0.0","0.0","Nintendo DS","PlayStation 3","Nintendo DS","PlayStation 3","0.4737762212753296","0.4737762212753296",", Activision, ",", Electronic Arts, ",", Activision, ",", Electronic Arts, ","0.368421052631579","0.368421052631579",", activision, ",", electronic arts, ",", activision, ",", electronic arts, ","0.0","0.0","2008-10-31T00:00","2014-01-01T00:00","2008-10-31T00:00","2014-01-01T00:00","0.0","0.0","nintendo ds","playstation 3","nintendo ds","playstation 3","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_8931","Kaggle1_Video_Game_2153","0.9814814814814815","1","","","","","0.0","0.0","Sniper Elite V2","Sniper Elite V2","Sniper Elite V2","Sniper Elite V2","1.0","1.0",", Stealth game, , Tactical shooter, ",", Shooter, ",", Stealth game, , Tactical shooter, ",", Shooter, ","0.7823412716388702","0.7823412716388702","sniper elite v2","sniper elite v2","sniper elite v2","sniper elite v2","1.0","1.0","Sniper Elite V2","Sniper Elite V2","Sniper Elite V2","Sniper Elite V2","1.0","1.0","Sniper Elite V2","Sniper Elite V2","Sniper Elite V2","Sniper Elite V2","1.0","1.0","PlayStation 3","PlayStation 3","PlayStation 3","PlayStation 3","1.0","1.0",", Rebellion Developments, ",", 505 Games, ",", Rebellion Developments, ",", 505 Games, ","0.3076923076923077","0.3076923076923077",", rebellion developments, ",", 505 games, ",", rebellion developments, ",", 505 games, ","0.0","0.0","2012-05-02T00:00","2012-01-01T00:00","2012-05-02T00:00","2012-01-01T00:00","1.0","1.0","playstation 3","playstation 3","playstation 3","playstation 3","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_2143","Kaggle1_Video_Game_4556","0.12195121951219512",,"","","","","0.0","0.0","007 Legends","25 to Life","007 Legends","25 to Life","0.5242424011230469","0.5242424011230469",", First-person shooter, , Interactive film, ",", Shooter, ",", First-person shooter, , Interactive film, ",", Shooter, ","0.8091666579246521","0.8091666579246521","007 legends","25 to life","007 legends","25 to life","0.0","0.0","007 Legends","25 to Life","007 Legends","25 to Life","0.09090909090909094","0.09090909090909094","007 Legends","25 to Life","007 Legends","25 to Life","0.0","0.0","Xbox 360","PlayStation 2","Xbox 360","PlayStation 2","0.0","0.0",", Activision, ",", Eidos Interactive, ",", Activision, ",", Eidos Interactive, ","0.2857142857142857","0.2857142857142857",", activision, ",", eidos interactive, ",", activision, ",", eidos interactive, ","0.0","0.0","2012-10-16T00:00","2006-01-01T00:00","2012-10-16T00:00","2006-01-01T00:00","0.0","0.0","xbox 360","playstation 2","xbox 360","playstation 2","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_14116","Kaggle1_Video_Game_3758","0.12195121951219512",,"","","","","0.0","0.0",".hack (video game series)","007 Racing",".hack (video game series)","007 Racing","0.46666666865348816","0.46666666865348816",", Action role-playing, ",", Racing, ",", Action role-playing, ",", Racing, ","0.8508771856625875","0.8508771856625875",".hack (video game series)","007 racing",".hack (video game series)","007 racing","0.0","0.0",".hack (video game series)","007 Racing",".hack (video game series)","007 Racing","0.12","0.12",".hack (video game series)","007 Racing",".hack (video game series)","007 Racing","0.0","0.0","PlayStation 2","PlayStation (console)","PlayStation 2","PlayStation (console)","0.898901104927063","0.898901104927063",", Bandai, ",", Electronic Arts, ",", Bandai, ",", Electronic Arts, ","0.3157894736842105","0.3157894736842105",", bandai, ",", electronic arts, ",", bandai, ",", electronic arts, ","0.0","0.0","2002-06-20T00:00","2000-01-01T00:00","2002-06-20T00:00","2000-01-01T00:00","0.0","0.0","playstation 2","playstation (console)","playstation 2","playstation (console)","0.3333333333333333","0.0"
"WekaMatchingRule","DBpedia_Video_Game_9364","Kaggle1_Video_Game_15291","0.12195121951219512",,"","","","","0.0","0.0","007: Quantum of Solace","18 Wheels of Steel: Extreme Trucker","007: Quantum of Solace","18 Wheels of Steel: Extreme Trucker","0.4627705514431","0.4627705514431",", First-person shooter, , Third-person shooter, ",", Racing, ",", First-person shooter, , Third-person shooter, ",", Racing, ","0.7911111116409302","0.7911111116409302","007: quantum of solace","18 wheels of steel: extreme trucker","007: quantum of solace","18 wheels of steel: extreme trucker","0.1111111111111111","0.0","007: Quantum of Solace","18 Wheels of Steel: Extreme Trucker","007: Quantum of Solace","18 Wheels of Steel: Extreme Trucker","0.17142857142857137","0.17142857142857137","007: Quantum of Solace","18 Wheels of Steel: Extreme Trucker","007: Quantum of Solace","18 Wheels of Steel: Extreme Trucker","0.1111111111111111","0.0","PlayStation 2","PC","PlayStation 2","PC","0.5256410241127014","0.5256410241127014",", Activision, ",", Rondomedia, ",", Activision, ",", Rondomedia, ","0.2857142857142857","0.2857142857142857",", activision, ",", rondomedia, ",", activision, ",", rondomedia, ","0.0","0.0","2008-10-31T00:00","2009-01-01T00:00","2008-10-31T00:00","2009-01-01T00:00","0.5","0.5","playstation 2","pc","playstation 2","pc","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_22035","Kaggle1_Video_Game_5926","0.12195121951219512",,"","","","","0.0","0.0","1080° Avalanche","1701 A.D.","1080° Avalanche","1701 A.D.","0.5703703761100769","0.5703703761100769",", Snowboarding video game, ",", Simulation, ",", Snowboarding video game, ",", Simulation, ","0.8271336555480957","0.8271336555480957","1080° avalanche","1701 a.d.","1080° avalanche","1701 a.d.","0.0","0.0","1080° Avalanche","1701 A.D.","1080° Avalanche","1701 A.D.","0.2666666666666667","0.2666666666666667","1080° Avalanche","1701 A.D.","1080° Avalanche","1701 A.D.","0.0","0.0","GameCube","PC","GameCube","PC","0.5416666865348816","0.5416666865348816",", Nintendo, ",", Deep Silver, ",", Nintendo, ",", Deep Silver, ","0.2666666666666667","0.2666666666666667",", nintendo, ",", deep silver, ",", nintendo, ",", deep silver, ","0.0","0.0","2003-11-28T00:00","2006-01-01T00:00","2003-11-28T00:00","2006-01-01T00:00","0.0","0.0","gamecube","pc","gamecube","pc","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_2143","Kaggle1_Video_Game_7822","0.12195121951219512",,"","","","","0.0","0.0","007 Legends","2002 FIFA World Cup","007 Legends","2002 FIFA World Cup","0.5247209072113037","0.5247209072113037",", First-person shooter, , Interactive film, ",", Sports, ",", First-person shooter, , Interactive film, ",", Sports, ","0.7694444477558136","0.7694444477558136","007 legends","2002 fifa world cup","007 legends","2002 fifa world cup","0.0","0.0","007 Legends","2002 FIFA World Cup","007 Legends","2002 FIFA World Cup","0.21052631578947367","0.21052631578947367","007 Legends","2002 FIFA World Cup","007 Legends","2002 FIFA World Cup","0.0","0.0","Xbox 360","Xbox (console)","Xbox 360","Xbox (console)","0.6607142686843872","0.6607142686843872",", Activision, ",", Electronic Arts, ",", Activision, ",", Electronic Arts, ","0.368421052631579","0.368421052631579",", activision, ",", electronic arts, ",", activision, ",", electronic arts, ","0.0","0.0","2012-10-16T00:00","2002-01-01T00:00","2012-10-16T00:00","2002-01-01T00:00","0.0","0.0","xbox 360","xbox (console)","xbox 360","xbox (console)","0.3333333333333333","0.0"
"WekaMatchingRule","DBpedia_Video_Game_6137","Kaggle1_Video_Game_2251","0.9814814814814815","1","","","","","0.0","0.0","NHL 98","NHL 98","NHL 98","NHL 98","1.0","1.0",", Sports game, ",", Sports, ",", Sports game, ",", Sports, ","0.9696969787279764","0.9696969787279764","nhl 98","nhl 98","nhl 98","nhl 98","1.0","1.0","NHL 98","NHL 98","NHL 98","NHL 98","1.0","1.0","NHL 98","NHL 98","NHL 98","NHL 98","1.0","1.0","PlayStation (console)","PlayStation (console)","PlayStation (console)","PlayStation (console)","1.0","1.0",", EA Sports, ",", Electronic Arts, ",", EA Sports, ",", Electronic Arts, ","0.4736842105263158","0.4736842105263158",", ea sports, ",", electronic arts, ",", ea sports, ",", electronic arts, ","0.0","0.0","1997-09-30T00:00","1997-01-01T00:00","1997-09-30T00:00","1997-01-01T00:00","1.0","1.0","playstation (console)","playstation (console)","playstation (console)","playstation (console)","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_9362","Kaggle1_Video_Game_10078","0.12195121951219512",,"","","","","0.0","0.0","007: Quantum of Solace","18 Wheeler: American Pro Trucker","007: Quantum of Solace","18 Wheeler: American Pro Trucker","0.4479166567325592","0.4479166567325592",", First-person shooter, , Third-person shooter, ",", Racing, ",", First-person shooter, , Third-person shooter, ",", Racing, ","0.7911111116409302","0.7911111116409302","007: quantum of solace","18 wheeler: american pro trucker","007: quantum of solace","18 wheeler: american pro trucker","0.0","0.0","007: Quantum of Solace","18 Wheeler: American Pro Trucker","007: Quantum of Solace","18 Wheeler: American Pro Trucker","0.15625","0.15625","007: Quantum of Solace","18 Wheeler: American Pro Trucker","007: Quantum of Solace","18 Wheeler: American Pro Trucker","0.0","0.0","Microsoft Windows","GameCube","Microsoft Windows","GameCube","0.0","0.0",", Activision, ",", Acclaim Entertainment, ",", Activision, ",", Acclaim Entertainment, ","0.36","0.36",", activision, ",", acclaim entertainment, ",", activision, ",", acclaim entertainment, ","0.0","0.0","2008-10-31T00:00","2002-01-01T00:00","2008-10-31T00:00","2002-01-01T00:00","0.0","0.0","microsoft windows","gamecube","microsoft windows","gamecube","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_13149","Kaggle1_Video_Game_5751","0.12195121951219512",,"","","","","0.0","0.0","10,000 Bullets","2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2","10,000 Bullets","2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2","0.3446115255355835","0.3446115255355835",", Shooter game, ",", Action, ",", Shooter game, ",", Action, ","0.777777781089147","0.777777781089147","10,000 bullets","2 games in 1: disney's brother bear / the lion king 1 1/2","10,000 bullets","2 games in 1: disney's brother bear / the lion king 1 1/2","0.0","0.0","10,000 Bullets","2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2","10,000 Bullets","2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2","0.08771929824561409","0.08771929824561409","10,000 Bullets","2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2","10,000 Bullets","2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2","0.0","0.0","PlayStation 2","Game Boy Advance","PlayStation 2","Game Boy Advance","0.4732905924320221","0.4732905924320221",", Taito, ",", THQ, ",", Taito, ",", THQ, ","0.5555555555555556","0.5555555555555556",", taito, ",", thq, ",", taito, ",", thq, ","0.0","0.0","2005-02-24T00:00","2005-01-01T00:00","2005-02-24T00:00","2005-01-01T00:00","1.0","1.0","playstation 2","game boy advance","playstation 2","game boy advance","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_13149","Kaggle1_Video_Game_14809","0.12195121951219512",,"","","","","0.0","0.0","10,000 Bullets","1000 Cooking Recipes from ELLE à table","10,000 Bullets","1000 Cooking Recipes from ELLE à table","0.5614035129547119","0.5614035129547119",", Shooter game, ",", Misc, ",", Shooter game, ",", Misc, ","0.6666666666666666","0.6666666666666666","10,000 bullets","1000 cooking recipes from elle à table","10,000 bullets","1000 cooking recipes from elle à table","0.0","0.0","10,000 Bullets","1000 Cooking Recipes from ELLE à table","10,000 Bullets","1000 Cooking Recipes from ELLE à table","0.21052631578947367","0.21052631578947367","10,000 Bullets","1000 Cooking Recipes from ELLE à table","10,000 Bullets","1000 Cooking Recipes from ELLE à table","0.0","0.0","PlayStation 2","Nintendo DS","PlayStation 2","Nintendo DS","0.4737762212753296","0.4737762212753296",", Taito, ",", Nintendo, ",", Taito, ",", Nintendo, ","0.5","0.5",", taito, ",", nintendo, ",", taito, ",", nintendo, ","0.0","0.0","2005-02-24T00:00","2010-01-01T00:00","2005-02-24T00:00","2010-01-01T00:00","0.0","0.0","playstation 2","nintendo ds","playstation 2","nintendo ds","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_8974","Kaggle1_Video_Game_10779","0.12195121951219512","0","","","","","0.0","0.0","Shovel Knight","Shovel Knight","Shovel Knight","Shovel Knight","1.0","1.0",", Platform game, ",", Platform, ",", Platform game, ",", Platform, ","0.9743589758872986","0.9743589758872986","shovel knight","shovel knight","shovel knight","shovel knight","1.0","1.0","Shovel Knight","Shovel Knight","Shovel Knight","Shovel Knight","1.0","1.0","Shovel Knight","Shovel Knight","Shovel Knight","Shovel Knight","1.0","1.0","Nintendo 3DS","Wii U","Nintendo 3DS","Wii U","0.5222222208976746","0.5222222208976746",", Yacht Club Games, ",", Yacht Club Games, ",", Yacht Club Games, ",", Yacht Club Games, ","1.0","1.0",", yacht club games, ",", yacht club games, ",", yacht club games, ",", yacht club games, ","1.0","1.0","2014-06-26T00:00","2015-01-01T00:00","2014-06-26T00:00","2015-01-01T00:00","0.5","0.5","nintendo 3ds","wii u","nintendo 3ds","wii u","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_9363","Kaggle1_Video_Game_14809","0.15384615384615385",,"","","","","0.0","0.0","007: Quantum of Solace","1000 Cooking Recipes from ELLE à table","007: Quantum of Solace","1000 Cooking Recipes from ELLE à table","0.5373091697692871","0.5373091697692871",", First-person shooter, , Third-person shooter, ",", Misc, ",", First-person shooter, , Third-person shooter, ",", Misc, ","0.8133333444595336","0.8133333444595336","007: quantum of solace","1000 cooking recipes from elle à table","007: quantum of solace","1000 cooking recipes from elle à table","0.0","0.0","007: Quantum of Solace","1000 Cooking Recipes from ELLE à table","007: Quantum of Solace","1000 Cooking Recipes from ELLE à table","0.23684210526315785","0.23684210526315785","007: Quantum of Solace","1000 Cooking Recipes from ELLE à table","007: Quantum of Solace","1000 Cooking Recipes from ELLE à table","0.0","0.0","Nintendo DS","Nintendo DS","Nintendo DS","Nintendo DS","1.0","1.0",", Activision, ",", Nintendo, ",", Activision, ",", Nintendo, ","0.3571428571428571","0.3571428571428571",", activision, ",", nintendo, ",", activision, ",", nintendo, ","0.0","0.0","2008-10-31T00:00","2010-01-01T00:00","2008-10-31T00:00","2010-01-01T00:00","0.0","0.0","nintendo ds","nintendo ds","nintendo ds","nintendo ds","1.0","1.0"
"WekaMatchingRule","DBpedia_Video_Game_12988","Kaggle1_Video_Game_4806","0.12195121951219512",,"","","","","0.0","0.0","1001 Crystal Mazes Collection","18 Wheeler: American Pro Trucker","1001 Crystal Mazes Collection","18 Wheeler: American Pro Trucker","0.47714963555336","0.47714963555336",", Puzzle game, ",", Racing, ",", Puzzle game, ",", Racing, ","0.8063973089059194","0.8063973089059194","1001 crystal mazes collection","18 wheeler: american pro trucker","1001 crystal mazes collection","18 wheeler: american pro trucker","0.0","0.0","1001 Crystal Mazes Collection","18 Wheeler: American Pro Trucker","1001 Crystal Mazes Collection","18 Wheeler: American Pro Trucker","0.125","0.125","1001 Crystal Mazes Collection","18 Wheeler: American Pro Trucker","1001 Crystal Mazes Collection","18 Wheeler: American Pro Trucker","0.0","0.0","Nintendo DSi","PlayStation 2","Nintendo DSi","PlayStation 2","0.5004273653030396","0.5004273653030396",", Teyon, ",", Acclaim Entertainment, ",", Teyon, ",", Acclaim Entertainment, ","0.28","0.28",", teyon, ",", acclaim entertainment, ",", teyon, ",", acclaim entertainment, ","0.0","0.0","2010-05-03T00:00","2001-01-01T00:00","2010-05-03T00:00","2001-01-01T00:00","0.0","0.0","nintendo dsi","playstation 2","nintendo dsi","playstation 2","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_6732","Kaggle1_Video_Game_15291","0.12195121951219512",,"","","","","0.0","0.0","'Splosion Man","18 Wheels of Steel: Extreme Trucker","'Splosion Man","18 Wheels of Steel: Extreme Trucker","0.3758241832256317","0.3758241832256317",", Action game, , Platform game, ",", Racing, ",", Action game, , Platform game, ",", Racing, ","0.8344988286495209","0.8344988286495209","'splosion man","18 wheels of steel: extreme trucker","'splosion man","18 wheels of steel: extreme trucker","0.0","0.0","'Splosion Man","18 Wheels of Steel: Extreme Trucker","'Splosion Man","18 Wheels of Steel: Extreme Trucker","0.1428571428571429","0.1428571428571429","'Splosion Man","18 Wheels of Steel: Extreme Trucker","'Splosion Man","18 Wheels of Steel: Extreme Trucker","0.0","0.0","Xbox 360","PC","Xbox 360","PC","0.0","0.0",", Microsoft Games Studios, ",", Rondomedia, ",", Microsoft Games Studios, ",", Rondomedia, ","0.37037037037037035","0.37037037037037035",", microsoft games studios, ",", rondomedia, ",", microsoft games studios, ",", rondomedia, ","0.0","0.0","2009-07-22T00:00","2009-01-01T00:00","2009-07-22T00:00","2009-01-01T00:00","1.0","1.0","xbox 360","pc","xbox 360","pc","0.0","0.0"
"WekaMatchingRule","DBpedia_Video_Game_14116","Kaggle1_Video_Game_15291","0.12195121951219512",,"","","","","0.0","0.0",".hack (video game series)","18 Wheels of Steel: Extreme Trucker",".hack (video game series)","18 Wheels of Steel: Extreme Trucker","0.4965079426765442","0.4965079426765442",", Action role-playing, ",", Racing, ",", Action role-playing, ",", Racing, ","0.8508771856625875","0.8508771856625875",".hack (video game series)","18 wheels of steel: extreme trucker",".hack (video game series)","18 wheels of steel: extreme trucker","0.0","0.0",".hack (video game series)","18 Wheels of Steel: Extreme Trucker",".hack (video game series)","18 Wheels of Steel: Extreme Trucker","0.19999999999999996","0.19999999999999996",".hack (video game series)","18 Wheels of Steel: Extreme Trucker",".hack (video game series)","18 Wheels of Steel: Extreme Trucker","0.0","0.0","PlayStation 2","PC","PlayStation 2","PC","0.5256410241127014","0.5256410241127014",", Bandai, ",", Rondomedia, ",", Bandai, ",", Rondomedia, ","0.5","0.5",", bandai, ",", rondomedia, ",", bandai, ",", rondomedia, ","0.0","0.0","2002-06-20T00:00","2009-01-01T00:00","2002-06-20T00:00","2009-01-01T00:00","0.0","0.0","playstation 2","pc","playstation 2","pc","0.0","0.0"
