"RecordIDS","AverageConsistency","Developers-Consistency","Developers-Values","Mode-Consistency","Mode-Values","Platform-Consistency","Platform-Values","Genres-Consistency","Genres-Values","Publishers-Consistency","Publishers-Values","Name-Consistency","Name-Values","Release-Consistency","Release-Values"
"DBpedia_Video_Game_3943+Kaggle1_Video_Game_8592","0.5714285714285714","0.0","{[, Syn Sophia, ]|[, 10tacle Studios, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Wii|Wii}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, Atari, , Inc. (1993–present), ]|[, Atari, ]}","1.0","{Ready 2 Rumble: Revolution|Ready 2 Rumble Revolution}","1.0","{2009-03-17T00:00|2009-01-01T00:00}"
"DBpedia_Video_Game_7387+Kaggle1_Video_Game_1377","0.5714285714285714","0.0","{[, Amaze Entertainment, , Traveller's Tales, , Universomo, ]|[, Traveller's Tales, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation Portable|PlayStation Portable}","0.0","{[, Action-adventure game, ]|[, Action, ]}","0.0","{[, Electronic Arts, , Feral Interactive, , LucasArts, , THQ Wireless, ]|[, LucasArts, ]}","1.0","{Lego Star Wars II: The Original Trilogy|LEGO Star Wars II: The Original Trilogy}","1.0","{2006-09-11T00:00|2006-01-01T00:00}"
"DBpedia_Video_Game_24854+DBpedia_Video_Game_6876+DBpedia_Video_Game_8000+Kaggle1_Video_Game_10597+Kaggle1_Video_Game_2747+Kaggle1_Video_Game_348+Kaggle1_Video_Game_367","0.5306122448979591","0.3333333333333333","{[, Naughty Dog, ]|[, EA Redwood Shores, ]|[, Atomic Planet Entertainment, , Torus Games, ]|[, Genki, ]|[, Naughty Dog, ]|[, EA Redwood Shores, ]}","0.6666666666666666","{[, Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]|[, Single-player video game, ]}","1.0","{PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2}","0.0","{[, Platform game, ]|[, First-person shooter, ]|[, Action game, ]|[, Role-Playing, ]|[, Misc, ]|[, Platform, ]|[, Shooter, ]}","0.42857142857142855","{[, Sony Computer Entertainment, ]|[, EA Games, ]|[, Activision, , Sony Interactive Entertainment, ]|[, Ubisoft, ]|[, Sony Computer Entertainment, ]|[, Sony Computer Entertainment, ]|[, Electronic Arts, ]}","0.2857142857142857","{Jak and Daxter: The Precursor Legacy|James Bond 007: Agent Under Fire|Jackie Chan Adventures (video game)|Jade Cocoon 2|Jampack Summer 2001|Jak and Daxter: The Precursor Legacy|James Bond 007: Agent Under Fire}","1.0","{2001-12-03T00:00|2001-11-13T00:00|2001-11-07T00:00|2001-01-01T00:00|2001-01-01T00:00|2001-01-01T00:00|2001-01-01T00:00}"
"DBpedia_Video_Game_21393+Kaggle1_Video_Game_10484","0.8571428571428571","1.0","{[, Frontier Developments, ]|[, Frontier Developments, ]}","1.0","{[, Multiplayer video game, , Single-player, ]}","1.0","{PlayStation Portable|PlayStation Portable}","0.0","{[, Simulation video game, ]|[, Strategy, ]}","1.0","{[, LucasArts, ]|[, LucasArts, ]}","1.0","{Thrillville: Off the Rails|Thrillville: Off the Rails}","1.0","{2007-10-09T00:00|2007-01-01T00:00}"
"DBpedia_Video_Game_14846+DBpedia_Video_Game_3186+Kaggle1_Video_Game_1347+Kaggle1_Video_Game_1968","0.6428571428571429","0.5","{[, Backbone Entertainment, , Sonic Team USA, ]|[, Zipper Interactive, ]|[, Backbone Entertainment, ]|[, Zipper Interactive, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation Portable|PlayStation Portable|PlayStation Portable|PlayStation Portable}","0.0","{[, Action game, , Racing game, ]|[, Tactical shooter, ]|[, Racing, ]|[, Shooter, ]}","0.5","{[, Sega, ]|[, Sony Computer Entertainment, ]|[, Sega, ]|[, Sony Computer Entertainment, ]}","0.5","{Sonic Rivals|SOCOM U.S. Navy SEALs: Fireteam Bravo 2|Sonic Rivals|SOCOM: U.S. Navy SEALs Fireteam Bravo 2}","1.0","{2006-11-16T00:00|2006-11-21T00:00|2006-01-01T00:00|2006-01-01T00:00}"
"DBpedia_Video_Game_17821+Kaggle1_Video_Game_8396","0.8571428571428571","1.0","{[, Arika, ]|[, Arika, ]}","1.0","{[, Single-player video game, ]}","1.0","{GameCube|GameCube}","0.0","{[, Action game, , Platform game, , Role-playing video game, ]|[, Platform, ]}","1.0","{[, Capcom, ]|[, Capcom, ]}","1.0","{Mega Man Network Transmission|Mega Man Network Transmission}","1.0","{2003-03-06T00:00|2003-01-01T00:00}"
"DBpedia_Video_Game_8817+Kaggle1_Video_Game_13833+Kaggle1_Video_Game_6442+Kaggle1_Video_Game_9372","0.5952380952380951","0.6666666666666666","{[, Konami, ]|[, Konami, ]|[, Microids, Dreamcatcher, ]}","1.0","{[, Single-player, ]}","1.0","{Nintendo DS|Nintendo DS|Nintendo DS|Nintendo DS}","0.0","{[, Role-playing video game, ]|[, Racing, ]|[, Role-Playing, ]|[, Action, ]}","0.0","{[, Konami, ]|[, System 3 Arcade Software, ]|[, Konami Digital Entertainment, ]|[, Mindscape, ]}","0.5","{Suikoden Tierkreis|System 3 presents Ferrari Challenge Trofeo Pirelli|Suikoden Tierkreis|Syberia}","1.0","{2008-12-18T00:00|2008-01-01T00:00|2008-01-01T00:00|2008-01-01T00:00}"
"DBpedia_Video_Game_222+Kaggle1_Video_Game_2500","0.8571428571428571","1.0","{[, BioWare, ]|[, BioWare, ]}","1.0","{[, Single-player, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Action role-playing, ]|[, Action, ]}","1.0","{[, Electronic Arts, ]|[, Electronic Arts, ]}","1.0","{Dragon Age II|Dragon Age II}","1.0","{2011-03-08T00:00|2011-01-01T00:00}"
"DBpedia_Video_Game_23376+Kaggle1_Video_Game_6630","0.7142857142857143","0.0","{[, Ubisoft Bucharest, , Ubisoft Milan, , Ubisoft Paris, , Ubisoft Pune, , Ubisoft Reflections, ]|[, Ubisoft, ]}","1.0","{[, Multiplayer, , Single-player, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Rhythm game, ]|[, Misc, ]}","1.0","{[, Ubisoft, ]|[, Ubisoft, ]}","1.0","{Just Dance 2015|Just Dance 2015}","1.0","{2014-10-21T00:00|2014-01-01T00:00}"
"DBpedia_Video_Game_9308+Kaggle1_Video_Game_15451","0.42857142857142855","0.0","{[, Titus France, ]|[, Titus Software, ]}","1.0","{[, Single-player video game, ]}","1.0","{Game Boy Advance|Game Boy Advance}","0.0","{[, Platform game, ]|[, Platform, ]}","0.0","{[, Kemco, , Titus France, ]|[, THQ, ]}","1.0","{Prehistorik Man|Prehistorik Man}","0.0","{1995-06-23T00:00|2001-01-01T00:00}"
"DBpedia_Video_Game_10294+DBpedia_Video_Game_3397+Kaggle1_Video_Game_1539+Kaggle1_Video_Game_1724","0.6071428571428571","0.5","{[, TT Fusion, , Traveller's Tales, ]|[, TT Fusion, , Traveller's Tales, ]|[, Traveller's Tales, ]|[, Traveller's Tales, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation Portable|PlayStation Portable|PlayStation Portable|PlayStation Portable}","0.5","{[, Action-adventure, ]|[, Action-adventure game, ]|[, Action, ]|[, Action, ]}","0.0","{[, Feral Interactive, , Warner Bros. Interactive Entertainment, ]|[, Feral Interactive, , LucasArts, ]|[, Warner Bros. Interactive Entertainment, ]|[, LucasArts, ]}","0.5","{Lego Batman: The Videogame|Lego Indiana Jones: The Original Adventures|LEGO Batman: The Videogame|LEGO Indiana Jones: The Original Adventures}","0.75","{2008-09-23T00:00|2008-06-03T00:00|2023-01-01T00:00|2008-01-01T00:00}"
"DBpedia_Video_Game_16947+Kaggle1_Video_Game_9408","0.7142857142857143","1.0","{[, Alfa System, ]}","1.0","{[, Single-player, ]}","1.0","{PlayStation Portable|PlayStation Portable}","0.0","{[, Action game, , Beat 'em up, ]|[, Role-Playing, ]}","0.0","{[, Bandai Namco Games, ]|[, Namco Bandai Games, ]}","1.0","{Tales of the Heroes: Twin Brave|Tales of the Heroes: Twin Brave}","1.0","{2012-02-23T00:00|2012-01-01T00:00}"
"DBpedia_Video_Game_1193+Kaggle1_Video_Game_1039","0.5714285714285714","0.0","{[, Budcat Creations, , EA Tiburon, , Exient Entertainment, ]|[, EA Tiburon, ]}","1.0","{[, Multiplayer video game, , Single-player, ]}","1.0","{Xbox (console)|Xbox (console)}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, EA Sports, ]|[, Electronic Arts, ]}","1.0","{Madden NFL 2005|Madden NFL 2005}","1.0","{2004-08-09T00:00|2004-01-01T00:00}"
"DBpedia_Video_Game_16453+Kaggle1_Video_Game_5115","0.5714285714285714","0.0","{[, Blind Squirrel Games, ]|[, 2K Games, ]}","1.0","{[, Single-player video game, ]}","1.0","{PlayStation 4|PlayStation 4}","0.0","{[, First-person shooter, ]|[, Shooter, ]}","0.0","{[, 2K Games, ]|[, Take-Two Interactive, ]}","1.0","{BioShock: The Collection|BioShock The Collection}","1.0","{2016-09-13T00:00|2016-01-01T00:00}"
"DBpedia_Video_Game_16050+DBpedia_Video_Game_17477+DBpedia_Video_Game_21452+Kaggle1_Video_Game_290","0.5952380952380951","0.0","{[, Rebellion Developments, ]|[, DICE (company), ]|[, Gearbox Software, ]|[, EA DICE, ]}","0.6666666666666666","{[, Multiplayer, , Single-player, ]|[, Multiplayer, , Single-player, ]|[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 4|PlayStation 4|PlayStation 4|PlayStation 4}","0.5","{[, First-person shooter, , Vehicular combat, ]|[, First-person shooter, ]|[, First-person shooter, ]|[, Shooter, ]}","0.5","{[, Rebellion Developments, ]|[, Electronic Arts, ]|[, 2K Games, ]|[, Electronic Arts, ]}","0.5","{Battlezone (2016 video game)|Battlefield 1|Battleborn (video game)|Battlefield 1}","1.0","{2016-10-13T00:00|2016-10-21T00:00|2016-05-03T00:00|2016-01-01T00:00}"
"DBpedia_Video_Game_19415+DBpedia_Video_Game_23352+DBpedia_Video_Game_7936+Kaggle1_Video_Game_13802+Kaggle1_Video_Game_3148+Kaggle1_Video_Game_7204","0.33333333333333337","0.0","{[, Genki (company), ]|[, Ubi Pictures, , Ubi Soft Milan, , Ubi Soft Shanghai, ]|[, Avalanche Software, , Digital Eclipse Software, ]}","0.0","{[, Multiplayer video game, , Single-player video game, ]|[, Single-player, ]|[, Multiplayer video game, , Single-player, ]}","1.0","{Nintendo 64|Nintendo 64|Nintendo 64|Nintendo 64|Nintendo 64|Nintendo 64}","0.0","{[, Racing video game, ]|[, Action-adventure game, ]|[, Action game, ]|[, Racing, ]|[, Platform, ]|[, Action, ]}","0.0","{[, SouthPeak Games, , Xicat Interactive, , Inc., ]|[, Ubi Soft, ]|[, Midway Games, ]|[, Imagineer, ]|[, Ubisoft, ]|[, GT Interactive, ]}","0.3333333333333333","{Rally Challenge 2000|Rayman 2: The Great Escape|Rampage 2: Universal Tour|Rally Challenge 2000|Rayman 2: The Great Escape|Rampage 2: Universal Tour}","1.0","{1999-08-06T00:00|1999-10-29T00:00|1999-03-31T00:00|1999-01-01T00:00|1999-01-01T00:00|1999-01-01T00:00}"
"DBpedia_Video_Game_10489+Kaggle1_Video_Game_6957","0.5714285714285714","0.0","{[, EA Tiburon, ]|[, EA Sports, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 4|PlayStation 4}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, EA Sports, ]|[, Electronic Arts, ]}","1.0","{NBA Live 15|NBA Live 15}","1.0","{2014-10-28T00:00|2014-01-01T00:00}"
"DBpedia_Video_Game_17266+Kaggle1_Video_Game_10010","0.5714285714285714","0.0","{[, Avalanche Software, , EA Sports, , Electronic Arts Tiburon, , Exient Entertainment, , Rainbow Studios, , THQ, ]|[, EA Tiburon, ]}","1.0","{[, Multiplayer, , Single-player, ]}","1.0","{PlayStation 2|PlayStation 2}","0.0","{[, Arcade game, , Racing, , Sports, ]|[, Racing, ]}","0.0","{[, EA Sports, ]|[, Electronic Arts, ]}","1.0","{NASCAR 07|NASCAR 07}","1.0","{2006-09-29T00:00|2006-01-01T00:00}"
"DBpedia_Video_Game_19368+Kaggle1_Video_Game_4954+Kaggle1_Video_Game_5303","0.5238095238095238","0.0","{[, Gameloft, ]|[, EA Canada, ]|[, EA Tiburon, ]}","1.0","{[, Multi-player, , Single player, ]}","1.0","{Xbox 360|Xbox 360|Xbox 360}","0.0","{[, Platform game, ]|[, Sports, ]|[, Fighting, ]}","0.6666666666666666","{[, Gameloft, ]|[, Electronic Arts, ]|[, Electronic Arts, ]}","0.0","{Earthworm Jim HD|EA Sports Active 2|EA Sports MMA}","1.0","{2010-06-09T00:00|2010-01-01T00:00|2010-01-01T00:00}"
"DBpedia_Video_Game_2790+Kaggle1_Video_Game_4702","0.7142857142857143","0.0","{[, Incinerator Studios, , Tantalus Media, ]|[, Tantalus Interactive, ]}","1.0","{[, Multiplayer video game, , Single-player, ]}","1.0","{PlayStation Portable|PlayStation Portable}","0.0","{[, Racing video game, ]|[, Racing, ]}","1.0","{[, THQ, ]|[, THQ, ]}","1.0","{Cars Race-O-Rama|Cars: Race-O-Rama}","1.0","{2009-10-12T00:00|2009-01-01T00:00}"
"DBpedia_Video_Game_5948+DBpedia_Video_Game_8373+Kaggle1_Video_Game_1568+Kaggle1_Video_Game_2889","0.7023809523809523","0.6666666666666666","{[, Kinesoft, , Tamsoft, ]|[, Tamsoft, ]|[, Tamsoft, ]}","1.0","{[, Multiplayer, , Single-player, ]|[, Multiplayer, , Single-player, ]}","1.0","{PlayStation (console)|PlayStation (console)|PlayStation (console)|PlayStation (console)}","0.5","{[, Fighting game, ]|[, Fighting game, ]|[, Fighting, ]|[, Fighting, ]}","0.5","{[, Capcom, ]|[, Nintendo, , Sega, , Sony Computer Entertainment, , Takara Tomy, , Tamsoft, ]|[, Sony Computer Entertainment, ]|[, Sony Computer Entertainment, ]}","0.5","{Battle Arena Toshinden 2|Battle Arena Toshinden|Battle Arena Toshinden|Battle Arena Toshinden 2}","0.75","{1995-11-24T00:00|1995-01-01T00:00|1994-01-01T00:00|1995-01-01T00:00}"
"DBpedia_Video_Game_13220+Kaggle1_Video_Game_16137","0.8571428571428571","1.0","{[, Sonic Team, ]|[, Sonic Team, ]}","1.0","{[, Multiplayer video game, , Single-player, ]}","1.0","{GameCube|GameCube}","0.0","{[, Puzzle video game, ]|[, Puzzle, ]}","1.0","{[, Sega, ]|[, Sega, ]}","1.0","{Puyo Pop Fever|Puyo Pop Fever}","1.0","{2004-02-04T00:00|2004-01-01T00:00}"
"DBpedia_Video_Game_9395+Kaggle1_Video_Game_12045+Kaggle1_Video_Game_12734","0.5714285714285714","1.0","{[, Bizarre Creations, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 2|PlayStation 2|PlayStation 2}","0.0","{[, Platform game, , Third-person shooter, ]|[, Action, ]|[, Sports, ]}","0.0","{[, Acclaim Entertainment, ]|[, Sunrise Interactive, ]|[, Tecmo Koei, ]}","0.0","{Fur Fighters|G-Saviour|G1 Jockey 2}","1.0","{2000-06-23T00:00|2000-01-01T00:00|2000-01-01T00:00}"
"DBpedia_Video_Game_16158+DBpedia_Video_Game_16513+DBpedia_Video_Game_2688+Kaggle1_Video_Game_15917+Kaggle1_Video_Game_2365+Kaggle1_Video_Game_2621+Kaggle1_Video_Game_7102","0.6598639455782311","0.6666666666666666","{[, EA UK, ]|[, Relentless Software, ]|[, Relentless Software, ]}","0.6666666666666666","{[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single player, ]|[, Multiplayer video game, , Single player, ]}","1.0","{PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2|PlayStation 2}","0.42857142857142855","{[, Racing video game, ]|[, Party game, ]|[, Party game, ]|[, Action, ]|[, Misc, ]|[, Misc, ]|[, Misc, ]}","0.5714285714285714","{[, Electronic Arts, ]|[, Sony Computer Entertainment, ]|[, Sony Interactive Entertainment, ]|[, Marvelous Interactive, ]|[, Sony Computer Entertainment, ]|[, Sony Computer Entertainment, ]|[, Sony Computer Entertainment, ]}","0.2857142857142857","{Burnout Dominator|Buzz!: The Mega Quiz|Buzz!: The Hollywood Quiz|Busou Renkin: Youkoso Papillon Park e|Buzz! The Mega Quiz|Buzz! The Hollywood Quiz|Buzz! Junior: RoboJam}","1.0","{2007-03-06T00:00|2007-04-27T00:00|2007-10-19T00:00|2007-01-01T00:00|2007-01-01T00:00|2007-01-01T00:00|2007-01-01T00:00}"
"DBpedia_Video_Game_10522+Kaggle1_Video_Game_421","0.5714285714285714","0.0","{[, EA Tiburon, ]|[, EA Sports, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 4|PlayStation 4}","0.0","{[, Sports video game, ]|[, Sports, ]}","0.0","{[, EA Sports, ]|[, Electronic Arts, ]}","1.0","{Madden NFL 16|Madden NFL 16}","1.0","{2015-08-25T00:00|2015-01-01T00:00}"
"DBpedia_Video_Game_12195+DBpedia_Video_Game_17751+Kaggle1_Video_Game_307+Kaggle1_Video_Game_3109","0.5","0.0","{[, AQ Interactive, , Mistwalker, ]|[, Nintendo EAD, , Tantalus Media, ]|[, Nintendo, ]|[, Mistwalker, Artoon, ]}","0.0","{[, Multiplayer video game, , Single-player, ]|[, Single-player, , Single-player video game, ]}","1.0","{Wii|Wii|Wii|Wii}","0.0","{[, Action role-playing game, ]|[, Action-adventure game, ]|[, Action, ]|[, Role-Playing, ]}","1.0","{[, Nintendo, ]|[, Nintendo, ]|[, Nintendo, ]|[, Nintendo, ]}","0.5","{The Last Story|The Legend of Zelda: Skyward Sword|The Legend of Zelda: Skyward Sword|The Last Story}","1.0","{2011-01-27T00:00|2011-11-18T00:00|2011-01-01T00:00|2011-01-01T00:00}"
"DBpedia_Video_Game_14008+Kaggle1_Video_Game_13266","0.7142857142857143","0.0","{[, Blue Tongue Entertainment, , Natsume (company), ]|[, Natsume, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Nintendo DS|Nintendo DS}","0.0","{[, Action-adventure game, ]|[, Platform, ]}","1.0","{[, THQ, ]|[, THQ, ]}","1.0","{Nicktoons: Attack of the Toybots|Nicktoons: Attack of the Toybots}","1.0","{2007-10-23T00:00|2007-01-01T00:00}"
"DBpedia_Video_Game_14209+DBpedia_Video_Game_17502+DBpedia_Video_Game_21197+Kaggle1_Video_Game_3837+Kaggle1_Video_Game_9068","0.5809523809523809","0.0","{[, Avalanche Software, , Visual Concepts, ]|[, EA Tiburon, ]|[, Kush Games, , Visual Concepts, ]|[, EA Sports, ]|[, Kush Games, ]}","0.6666666666666666","{[, Multiplayer video game, , Single-player, ]|[, Multiplayer video game, , Single-player video game, ]|[, Multiplayer video game, , Single-player, ]}","1.0","{Xbox (console)|Xbox (console)|Xbox (console)|Xbox (console)|Xbox (console)}","0.4","{[, Sports game, ]|[, American football, , Sports game, ]|[, Sports game, ]|[, Sports, ]|[, Sports, ]}","0.6","{[, Sega, ]|[, EA Sports, ]|[, Sega, ]|[, Electronic Arts, ]|[, Sega, ]}","0.4","{NCAA College Football 2K3|NCAA Football 2003|NCAA College Basketball 2K3|NCAA Football 2003|NCAA College Basketball 2K3}","1.0","{2002-08-06T00:00|2002-07-20T00:00|2002-12-02T00:00|2002-01-01T00:00|2002-01-01T00:00}"
"DBpedia_Video_Game_13026+Kaggle1_Video_Game_4551","0.5714285714285714","1.0","{[, EA Canada, ]|[, EA Canada, ]}","1.0","{[, Multiplayer video game, , Single-player, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, EA Sports, ]|[, Electronic Arts, ]}","0.0","{2014 FIFA World Cup Brazil (video game)|2014 FIFA World Cup Brazil}","1.0","{2014-04-15T00:00|2014-01-01T00:00}"
"DBpedia_Video_Game_13695+Kaggle1_Video_Game_8198","0.7142857142857143","0.0","{[, Griptonite Games, ]|[, THQ, ]}","1.0","{[, Single-player video game, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Beat 'em up, , Fighting game, ]|[, Action, ]}","1.0","{[, THQ, ]|[, THQ, ]}","1.0","{Marvel Super Hero Squad: Comic Combat|Marvel Super Hero Squad: Comic Combat}","1.0","{2011-11-15T00:00|2011-01-01T00:00}"
"DBpedia_Video_Game_19512+DBpedia_Video_Game_2813+Kaggle1_Video_Game_8154","0.42857142857142855","0.0","{[, Bandai, , Skip Ltd., ]|[, Digital Eclipse, , High Voltage Software, , ImaginEngine, ]|[, High Voltage Software, Backbone Entertainment, ]}","1.0","{[, Single-player video game, ]|[, Single-player video game, ]}","1.0","{GameCube|GameCube|GameCube}","0.0","{[, Adventure game, , Platform game, ]|[, Action-adventure game, , Platform game, ]|[, Adventure, ]}","0.0","{[, Nintendo, ]|[, 2K Games, , 2K Play, ]|[, Global Star, ]}","0.0","{Chibi-Robo! (video game)|Charlie and the Chocolate Factory (2005 video game)|Charlie and the Chocolate Factory}","1.0","{2005-06-23T00:00|2005-07-15T00:00|2005-01-01T00:00}"
"DBpedia_Video_Game_19196+Kaggle1_Video_Game_6975","0.7142857142857143","0.0","{[, Crypton Future Media, , Sega, ]|[, Sega, ]}","1.0","{[, Single-player video game, ]}","1.0","{PlayStation Vita|PlayStation Vita}","0.0","{[, Rhythm game, ]|[, Misc, ]}","1.0","{[, Sega, ]|[, Sega, ]}","1.0","{Hatsune Miku: Project DIVA F|Hatsune Miku: Project Diva f}","1.0","{2012-08-30T00:00|2012-01-01T00:00}"
"DBpedia_Video_Game_17617+Kaggle1_Video_Game_11132+Kaggle1_Video_Game_6614","0.7142857142857143","0.6666666666666666","{[, Pandemic Studios, ]|[, Housemarque, ]|[, Pandemic Studios, ]}","1.0","{[, Multiplayer, , Single player, ]}","1.0","{Xbox (console)|Xbox (console)|Xbox (console)}","0.6666666666666666","{[, Sports game, ]|[, Sports, ]|[, Sports, ]}","0.0","{[, EA Sports, ]|[, Atari, ]|[, Electronic Arts, ]}","0.6666666666666666","{Triple Play 2002|Transworld Snowboarding|Triple Play 2002}","1.0","{2002-03-11T00:00|2002-01-01T00:00|2002-01-01T00:00}"
"DBpedia_Video_Game_9541+Kaggle1_Video_Game_10465","0.7142857142857143","0.0","{[, Ubisoft Milan, , Ubisoft Montreal, ]|[, Ubisoft Montreal, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{GameCube|GameCube}","0.0","{[, Stealth game, ]|[, Action, ]}","1.0","{[, Ubisoft, ]|[, Ubisoft, ]}","1.0","{Tom Clancy's Splinter Cell: Chaos Theory|Tom Clancy's Splinter Cell: Chaos Theory}","1.0","{2005-03-21T00:00|2005-01-01T00:00}"
"DBpedia_Video_Game_10749+Kaggle1_Video_Game_2856","0.7142857142857143","0.0","{[, Rainbow Studios, , Tantalus Media, ]|[, Rainbow Studios, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Xbox 360|Xbox 360}","0.0","{[, Racing video game, ]|[, Racing, ]}","1.0","{[, THQ, ]|[, THQ, ]}","1.0","{MX vs. ATV Reflex|MX vs. ATV Reflex}","1.0","{2009-12-01T00:00|2009-01-01T00:00}"
"DBpedia_Video_Game_12290+Kaggle1_Video_Game_1236","0.8571428571428571","1.0","{[, EA Sports, , Stormfront Studios, ]}","1.0","{[, Multiplayer video game, , Single Player, ]}","1.0","{PlayStation (console)|PlayStation (console)}","1.0","{[, Racing, ]|[, Racing, ]}","0.0","{[, EA Sports, ]|[, Electronic Arts, ]}","1.0","{NASCAR 99|NASCAR 99}","1.0","{1998-09-10T00:00|1998-01-01T00:00}"
"DBpedia_Video_Game_13608+Kaggle1_Video_Game_12558+Kaggle1_Video_Game_782","0.7142857142857143","1.0","{[, Snowblind Studios, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{Nintendo 64|Nintendo 64|Nintendo 64}","0.0","{[, Racing video game, ]|[, Racing, ]|[, Sports, ]}","0.6666666666666666","{[, Kemco, ]|[, Kemco, ]|[, Activision, ]}","0.6666666666666666","{Top Gear Hyper Bike|Top Gear Hyper-Bike|Tony Hawk's Pro Skater}","0.6666666666666666","{2000-03-17T00:00|1999-01-01T00:00|2000-01-01T00:00}"
"DBpedia_Video_Game_10511+Kaggle1_Video_Game_2783","0.5714285714285714","0.0","{[, EA Vancouver, , European Integration Studio, ]|[, EA Sports, EA Vancouver, ]}","1.0","{[, Multiplayer video game, , Single-player video game, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Sports game, ]|[, Sports, ]}","0.0","{[, EA Sports, ]|[, Electronic Arts, ]}","1.0","{FIFA 17|FIFA 17}","1.0","{2016-09-27T00:00|2016-01-01T00:00}"
"DBpedia_Video_Game_11130+Kaggle1_Video_Game_15945","0.7142857142857143","1.0","{[, Koei, ]}","1.0","{[, Single-player, ]}","1.0","{PlayStation 3|PlayStation 3}","0.0","{[, Horse racing, ]|[, Sports, ]}","0.0","{[, Koei, ]|[, Tecmo Koei, ]}","1.0","{Winning Post 7 Maximum 2007|Winning Post 7: Maximum 2007}","1.0","{2007-03-29T00:00|2007-01-01T00:00}"
"DBpedia_Video_Game_13891+Kaggle1_Video_Game_9282","0.5714285714285714","0.0","{[, List of Ubisoft subsidiaries, ]|[, Ubisoft Milan, ]}","1.0","{[, Single-player video game, ]}","1.0","{Game Boy Advance|Game Boy Advance}","0.0","{[, Action-adventure game, ]|[, Action, ]}","0.0","{[, Ubi Soft, ]|[, Ubisoft, ]}","1.0","{Tomb Raider: The Prophecy|Tomb Raider: The Prophecy}","1.0","{2002-11-12T00:00|2002-01-01T00:00}"
"DBpedia_Video_Game_15439+DBpedia_Video_Game_24380+DBpedia_Video_Game_2872+DBpedia_Video_Game_3809+Kaggle1_Video_Game_14711+Kaggle1_Video_Game_4242+Kaggle1_Video_Game_6756+Kaggle1_Video_Game_7409","0.5535714285714286","0.5","{[, Telltale Games, ]|[, The Astronauts (company), ]|[, Croteam, ]|[, Telltale Games, ]|[, Croteam, ]|[, Telltale Games, ]}","0.5","{[, Single-player, ]|[, Single-player video game, ]|[, Single-player, ]|[, Single-player video game, ]}","1.0","{PlayStation 4|PlayStation 4|PlayStation 4|PlayStation 4|PlayStation 4|PlayStation 4|PlayStation 4|PlayStation 4}","0.375","{[, Graphic adventure, ]|[, Adventure game, ]|[, Puzzle video game, ]|[, Graphic adventure game, , Interactive movie, ]|[, Puzzle, ]|[, Adventure, ]|[, Adventure, ]|[, Adventure, ]}","0.625","{[, Telltale Games, ]|[, The Astronauts (company), ]|[, Devolver Digital, ]|[, Telltale Games, ]|[, Devolver Digital, ]|[, Telltale Games, ]|[, Telltale Games, ]|[, Telltale Games, ]}","0.25","{The Wolf Among Us|The Vanishing of Ethan Carter|The Talos Principle|The Walking Dead: Season Two|The Talos Principle|The Walking Dead: Season One|The Walking Dead: Season Two|The Wolf Among Us}","0.625","{2013-10-14T00:00|2014-09-26T00:00|2014-12-11T00:00|2013-12-17T00:00|2015-01-01T00:00|2014-01-01T00:00|2014-01-01T00:00|2014-01-01T00:00}"
